Second;Datetime;GPUtemperature;GPUusage;FBusage;Memoryusage;Coreclock;Power;CPUtemperature;CPUusage;CPUclock;RAMusage;Framerate;Frametime;FramerateAvg;Dataset
218;24-02-202313:20:45;64;99;47;5967.191;1875;170.224;60;67.448;4300;12460;36.2;31.538;76.2;Bazowy
219;24-02-202313:20:46;64;99;44;5967.191;1852;171.304;57;66.927;4299.999;12495;34.7;32.168;76.1;Bazowy
220;24-02-202313:20:47;64;99;44;5967.191;1875;170.291;54;58.854;4299.999;12550;33.8;32.423;76.1;Bazowy
221;24-02-202313:20:48;64;99;46;5967.191;1867;171.683;57;67.969;4299.999;12516;33.9;33.222;76;Bazowy
222;24-02-202313:20:49;63;99;43;5967.191;1897;165.065;57;62.541;4299.999;12413;34.4;33.816;76;Bazowy
223;24-02-202313:20:50;64;99;45;5967.191;1882;165.11;56;69.531;4299.999;12432;34.1;37.11;76;Bazowy
224;24-02-202313:20:51;64;99;44;5967.191;1890;165.75;56;62.986;4299.999;12521;34.8;31.001;75.9;Bazowy
225;24-02-202313:20:52;63;99;45;5967.191;1890;162.476;59;65.363;4299.999;12497;35.4;37.03;75.9;Bazowy
226;24-02-202313:20:53;63;99;42;5967.191;1905;164.003;55;64.583;4299.999;12444;36.7;29.728;75.8;Bazowy
227;24-02-202313:20:54;63;98;41;5967.191;1912;165.322;54;66.146;4299.999;12444;37.7;30.296;75.8;Bazowy
228;24-02-202313:20:55;63;98;42;5967.191;1905;162.236;55;68.229;4299.999;12453;38.7;29.224;75.8;Bazowy
229;24-02-202313:20:56;63;98;43;5967.191;1905;163.623;58;69.596;4299.999;12445;39.1;28.042;75.7;Bazowy
1;24-02-202313:52:04;54;98;31;5188.129;1942;155.752;56;72.917;4300;10195;43.9;26.186;73;DLSS Jakość
2;24-02-202313:52:05;55;98;31;5188.129;1942;157.425;56;65.625;4299.999;10311;44.5;24.493;73;DLSS Jakość
3;24-02-202313:52:06;55;98;32;5188.129;1942;158.902;51;64.063;4300;10389;44.8;24.977;73;DLSS Jakość
4;24-02-202313:52:07;56;98;32;5188.129;1942;157.995;52;49.479;4300;10426;44.8;25.088;73;DLSS Jakość
5;24-02-202313:52:08;56;98;33;5188.129;1927;157.862;48;49.74;4299.999;10488;44.9;25.87;72.9;DLSS Jakość
6;24-02-202313:52:09;56;98;33;5188.129;1927;156.044;52;51.563;4299.999;10610;44.6;25.902;72.9;DLSS Jakość
7;24-02-202313:52:10;57;98;33;5188.129;1927;154.678;53;60.417;4299.999;10678;45.1;25.359;72.9;DLSS Jakość
8;24-02-202313:52:11;57;98;34;5188.129;1927;156.671;53;67.448;4299.999;10728;44.9;25.412;72.9;DLSS Jakość
9;24-02-202313:52:12;58;98;34;5188.129;1927;157.97;59;70.573;4299.999;10746;45.7;24.77;72.9;DLSS Jakość
10;24-02-202313:52:13;59;98;34;5188.129;1927;157.79;55;80.99;4299.999;10855;46.2;25.595;72.9;DLSS Jakość
11;24-02-202313:52:14;59;98;34;5188.129;1927;158.308;57;66.667;4299.999;10845;46.9;25.003;72.9;DLSS Jakość
12;24-02-202313:52:15;59;98;34;5188.129;1927;157.28;52;55.469;4299.999;10847;46.8;24.048;72.9;DLSS Jakość
13;24-02-202313:52:16;59;98;34;5188.129;1927;156.228;54;60.156;4299.999;10947;47.2;23.686;72.9;DLSS Jakość
14;24-02-202313:52:17;60;98;34;5188.129;1927;154.952;55;56.51;4299.999;10941;46.8;24.254;72.9;DLSS Jakość
15;24-02-202313:52:18;60;98;35;5188.129;1927;156.736;52;57.292;4299.999;10927;47.3;24.213;72.9;DLSS Jakość
16;24-02-202313:52:19;60;98;34;5188.129;1927;158.445;53;56.25;4299.999;10915;47.9;23.239;72.8;DLSS Jakość
17;24-02-202313:52:20;61;98;34;5188.129;1927;154.051;57;66.133;4299.999;10985;46.6;25.556;72.8;DLSS Jakość
18;24-02-202313:52:21;61;98;35;5188.129;1927;157.994;58;69.01;4299.999;10980;48.1;23.872;72.8;DLSS Jakość
19;24-02-202313:52:22;61;98;35;5188.129;1927;159.332;58;65.895;4299.999;10952;48.4;23.194;72.8;DLSS Jakość
20;24-02-202313:52:23;61;98;35;5188.129;1927;156.749;53;58.594;4299.998;10938;48.8;22.886;72.8;DLSS Jakość
21;24-02-202313:52:24;62;98;35;5188.129;1912;158.331;53;56.64;4299.998;11054;48.7;22.723;72.8;DLSS Jakość
22;24-02-202313:52:25;62;98;36;5188.129;1912;161.413;52;54.948;4300;11039;48.8;23.27;72.8;DLSS Jakość
23;24-02-202313:52:36;62;98;35;5188.129;1912;162.583;55;64.323;4299.999;10731;52.4;27.489;73.3;DLSS Jakość
24;24-02-202313:52:37;62;97;35;5188.129;1912;159.701;55;65.625;4299.999;10723;56.4;20.786;73.3;DLSS Jakość
25;24-02-202313:52:38;63;97;36;5188.129;1912;162.397;54;72.917;4299.999;10720;56;22.082;73.3;DLSS Jakość
26;24-02-202313:52:39;63;97;36;5188.129;1912;163.818;56;71.615;4299.999;10800;55.6;22.788;73.3;DLSS Jakość
27;24-02-202313:52:40;64;97;36;5188.129;1912;162.149;55;78.385;4299.999;10801;55.5;20.658;73.3;DLSS Jakość
28;24-02-202313:52:41;64;97;36;5188.129;1912;162.727;56;74.479;4300;10794;55.5;21.469;73.3;DLSS Jakość
29;24-02-202313:52:42;64;97;36;5188.129;1912;160.504;56;77.604;4299.998;10792;55.8;24.723;73.3;DLSS Jakość
30;24-02-202313:52:43;64;97;37;5188.129;1912;160.032;55;77.679;4299.998;10875;55.9;21.862;73.3;DLSS Jakość
31;24-02-202313:52:44;64;97;37;5188.129;1912;162.095;58;77.263;4299.998;10837;55.1;24.793;73.3;DLSS Jakość
32;24-02-202313:52:45;64;97;37;5188.129;1912;163.431;55;74.219;4300.001;10794;55.5;20.705;73.3;DLSS Jakość
33;24-02-202313:52:46;64;97;39;5188.129;1912;162.659;57;68.49;4300;10879;55.3;23.708;73.3;DLSS Jakość
34;24-02-202313:52:47;64;97;39;5188.129;1912;163.1;58;70.573;4300;10855;54;24.145;73.3;DLSS Jakość
35;24-02-202313:52:48;64;97;38;5188.129;1912;161.989;57;74.219;4299.999;10860;55.1;21.632;73.3;DLSS Jakość
36;24-02-202313:52:49;64;97;39;5188.129;1912;161.195;59;73.177;4300;10858;54.7;21.622;73.2;DLSS Jakość
37;24-02-202313:52:50;64;97;39;5188.129;1912;163.331;55;73.698;4300;10957;54.3;21.943;73.2;DLSS Jakość
38;24-02-202313:52:51;64;97;39;5188.129;1912;162.899;56;71.615;4299.998;10947;54;22.257;73.2;DLSS Jakość
39;24-02-202313:52:52;64;97;40;5188.129;1912;161.265;58;71.354;4300;10891;54.7;22.724;73.2;DLSS Jakość
40;24-02-202313:52:53;64;97;39;5188.129;1912;162.562;56;73.958;4300;10865;54.7;23.074;73.2;DLSS Jakość
41;24-02-202313:52:54;64;97;39;5188.129;1912;164.124;57;73.958;4300;10961;54.8;21.831;73.2;DLSS Jakość
42;24-02-202313:52:55;64;98;38;5188.129;1912;160.758;52;61.198;4300;10932;54.6;20.894;73.2;DLSS Jakość
43;24-02-202313:52:56;63;97;38;5188.129;1912;158.875;58;64.323;4299.999;10909;54.6;22.633;73.2;DLSS Jakość
44;24-02-202313:52:57;64;98;40;5188.129;1912;164.145;53;67.708;4299.997;10898;55.2;21.041;73.2;DLSS Jakość
45;24-02-202313:52:58;64;98;40;5188.129;1912;164.281;53;64.063;4299.997;10974;55.9;19.496;73.2;DLSS Jakość
46;24-02-202313:52:59;64;98;41;5188.129;1912;163.653;53;61.198;4300;10952;56;20.21;73.2;DLSS Jakość
47;24-02-202313:53:09;61;99;28;5220.129;1920;162.872;56;63.542;4300;10751;52.8;22.645;73.6;DLSS Jakość
48;24-02-202313:53:10;61;98;27;5220.129;1927;160.79;56;77.604;4299.999;10726;49.6;24.289;73.6;DLSS Jakość
49;24-02-202313:53:11;61;99;27;5220.129;1927;165.696;58;75.521;4299.999;10725;50;24.331;73.6;DLSS Jakość
50;24-02-202313:53:12;61;99;27;5220.129;1927;163.317;52;69.01;4299.999;10722;50.6;22.724;73.6;DLSS Jakość
51;24-02-202313:53:13;61;98;28;5220.129;1927;163.705;55;69.01;4299.999;10797;50.4;23.694;73.6;DLSS Jakość
52;24-02-202313:53:14;61;99;27;5220.129;1927;163.69;53;65.885;4299.999;10779;50.2;22.744;73.6;DLSS Jakość
53;24-02-202313:53:15;62;99;27;5220.129;1927;164.505;53;65.104;4299.998;10770;49.8;23.706;73.6;DLSS Jakość
54;24-02-202313:53:16;62;99;27;5220.129;1927;165.899;56;72.917;4299.998;10875;49.9;23.801;73.6;DLSS Jakość
55;24-02-202313:53:17;62;98;27;5220.129;1927;162.656;58;84.862;4299.999;10867;50.4;29.775;73.6;DLSS Jakość
56;24-02-202313:53:18;62;98;28;5220.129;1927;163.452;54;67.188;4299.999;10833;50.8;23.123;73.6;DLSS Jakość
57;24-02-202313:53:19;62;98;28;5220.129;1920;164.365;54;68.229;4299.999;10765;51.7;22.667;73.6;DLSS Jakość
58;24-02-202313:53:20;62;98;29;5220.129;1927;162.445;55;73.562;4299.998;10841;52.6;21.949;73.6;DLSS Jakość
59;24-02-202313:53:21;62;98;29;5220.129;1912;163.647;56;72.135;4299.998;10823;54;21.863;73.5;DLSS Jakość
60;24-02-202313:53:22;62;98;30;5220.129;1912;161.457;58;66.646;4299.999;10806;54.2;27.704;73.5;DLSS Jakość
61;24-02-202313:53:23;62;98;30;5220.129;1912;165.073;59;64.573;4299.999;10784;54.7;21.691;73.5;DLSS Jakość
62;24-02-202313:53:24;62;98;30;5220.129;1912;164.578;57;69.792;4299.998;10872;54.6;23.012;73.5;DLSS Jakość
63;24-02-202313:53:25;62;98;30;5220.129;1912;163.628;58;66.406;4299.998;10863;55;20.802;73.5;DLSS Jakość
64;24-02-202313:53:26;63;98;31;5220.129;1912;163.034;55;63.281;4300;10847;55.5;21.467;73.5;DLSS Jakość
65;24-02-202313:53:27;62;98;30;5220.129;1912;165.444;56;73.573;4299.999;10834;55.5;21.151;73.5;DLSS Jakość
66;24-02-202313:53:28;63;98;31;5220.129;1912;167.062;52;61.872;4299.999;10922;56.6;20.411;73.5;DLSS Jakość
67;24-02-202313:53:29;63;98;31;5220.129;1912;165.372;55;57.818;4299.999;10899;56.4;21.699;73.5;DLSS Jakość
68;24-02-202313:53:30;63;98;31;5220.129;1912;164.885;55;58.073;4300;10885;56.8;20.333;73.5;DLSS Jakość
69;24-02-202313:53:31;63;98;31;5220.129;1905;164.261;53;59.375;4300;10979;56.8;19.895;73.5;DLSS Jakość
70;24-02-202313:53:32;63;98;31;5220.129;1905;166.292;54;60.677;4299.999;10954;56.8;21.194;73.5;DLSS Jakość
71;24-02-202313:53:52;58;92;33;5220.129;1935;154.543;57;90.885;4299.998;10695;48.9;27.236;74.5;DLSS Jakość
72;24-02-202313:53:53;57;89;31;5268.129;1935;145.265;58;94.531;4299.998;10736;46.3;27.44;74.5;DLSS Jakość
73;24-02-202313:53:54;58;94;32;5284.129;1935;154.061;59;95.313;4300;10847;48.9;27.98;74.5;DLSS Jakość
74;24-02-202313:53:55;58;94;33;5316.129;1920;149.789;60;92.969;4300;10877;48.3;25.044;74.5;DLSS Jakość
75;24-02-202313:53:56;58;97;33;5332.129;1920;155.161;59;92.448;4299.999;10899;49.7;25.705;74.5;DLSS Jakość
76;24-02-202313:53:57;58;97;33;5364.129;1920;151.932;60;94.271;4299.999;10916;48.3;25.176;74.5;DLSS Jakość
77;24-02-202313:53:58;59;97;34;5380.129;1920;156.866;58;91.927;4300;11019;47.3;25.783;74.5;DLSS Jakość
78;24-02-202313:53:59;59;97;33;5380.129;1920;156.763;58;90.885;4300;11024;46.9;26.865;74.5;DLSS Jakość
79;24-02-202313:54:00;59;97;34;5380.129;1920;155.879;58;92.448;4299.999;11034;47.9;24.715;74.4;DLSS Jakość
80;24-02-202313:54:01;59;98;33;5380.129;1920;155.46;59;89.844;4299.999;11126;48.5;23.141;74.4;DLSS Jakość
81;24-02-202313:54:02;59;97;33;5380.129;1920;156.269;60;90.625;4299.999;11085;48.8;24.411;74.4;DLSS Jakość
82;24-02-202313:54:03;60;98;34;5380.129;1920;156.228;57;90.104;4299.998;11056;48.7;24.308;74.4;DLSS Jakość
83;24-02-202313:54:04;60;98;34;5380.129;1920;155.103;56;93.229;4299.998;11013;48.7;23.572;74.4;DLSS Jakość
84;24-02-202313:54:05;60;95;32;5380.129;1920;155.605;58;87.24;4300;11080;48.5;27.637;74.4;DLSS Jakość
85;24-02-202313:54:06;60;98;34;5380.129;1920;156.422;58;94.099;4300;11071;48.4;23.819;74.4;DLSS Jakość
86;24-02-202313:54:07;60;97;34;5380.129;1920;154.679;61;92.597;4299.999;11045;48.8;24.271;74.4;DLSS Jakość
87;24-02-202313:54:08;60;97;33;5380.129;1920;156.541;60;95.052;4299.999;11023;47.7;26.067;74.4;DLSS Jakość
88;24-02-202313:54:09;60;98;33;5380.129;1920;155.388;56;88.021;4300;11125;49.1;27.463;74.4;DLSS Jakość
89;24-02-202313:54:10;60;95;32;5380.129;1920;156.457;55;92.708;4300;11099;48.7;29.527;74.4;DLSS Jakość
90;24-02-202313:54:11;60;98;34;5380.129;1920;156.742;57;87.76;4299.999;11070;49.7;25.152;74.4;DLSS Jakość
91;24-02-202313:54:12;60;98;34;5380.129;1920;155.731;60;90.365;4299.999;11043;49.3;25.005;74.3;DLSS Jakość
92;24-02-202313:54:13;60;98;34;5380.129;1920;157.31;58;85.156;4299.999;11137;49.9;23.981;74.3;DLSS Jakość
93;24-02-202313:54:14;61;98;34;5380.129;1920;157.401;58;90.104;4299.999;11103;49.9;24.887;74.3;DLSS Jakość
94;24-02-202313:54:15;61;97;34;5380.129;1920;156.474;56;88.542;4299.999;11062;49.3;25.886;74.3;DLSS Jakość
95;24-02-202313:54:38;56;98;36;5428.129;1935;156.213;57;80.094;4299.999;10767;54;37.676;75.5;DLSS Jakość
96;24-02-202313:54:39;57;98;35;5444.129;1935;154.596;57;76.625;4300;10897;56.6;21.86;75.5;DLSS Jakość
97;24-02-202313:54:40;57;98;36;5460.129;1935;155.242;58;89.323;4300;10950;56.3;24.39;75.5;DLSS Jakość
98;24-02-202313:54:41;57;98;36;5476.129;1935;155.532;58;88.281;4299.999;10989;57.2;23.224;75.5;DLSS Jakość
99;24-02-202313:54:42;58;98;35;5476.129;1935;157.219;57;92.188;4299.999;10993;57.5;22.139;75.5;DLSS Jakość
100;24-02-202313:54:43;58;96;34;5476.129;1935;158.853;58;89.063;4299.999;11062;57.9;22.934;75.5;DLSS Jakość
101;24-02-202313:54:44;58;98;36;5476.129;1935;157.295;59;89.844;4299.999;11093;58.1;21.306;75.5;DLSS Jakość
102;24-02-202313:54:45;58;98;35;5460.129;1935;156.251;58;88.802;4299.999;11097;58.1;22.409;75.5;DLSS Jakość
103;24-02-202313:54:46;58;98;35;5460.129;1935;156.147;59;90.365;4299.998;11191;57.9;22.036;75.5;DLSS Jakość
104;24-02-202313:54:47;58;98;36;5460.129;1920;156.91;55;84.375;4300.001;11227;57.6;20.59;75.5;DLSS Jakość
105;24-02-202313:54:48;58;98;36;5460.129;1920;156.439;56;78.385;4300.001;11228;57.5;22.893;75.5;DLSS Jakość
106;24-02-202313:54:49;59;98;36;5460.129;1920;156.625;56;79.427;4299.999;11226;57.9;21.676;75.4;DLSS Jakość
107;24-02-202313:54:50;59;98;35;5460.129;1920;157.037;57;81.51;4300;11347;57.7;20.718;75.4;DLSS Jakość
108;24-02-202313:54:51;59;98;35;5460.129;1920;157.072;57;80.729;4300;11336;56.8;21.448;75.4;DLSS Jakość
109;24-02-202313:54:52;59;98;36;5460.129;1920;159.837;56;83.333;4299.999;11315;57.7;22.99;75.4;DLSS Jakość
110;24-02-202313:54:53;59;98;36;5460.129;1920;157.013;56;72.917;4299.999;11294;58.3;20.985;75.4;DLSS Jakość
111;24-02-202313:54:54;59;98;34;5460.129;1920;157.125;54;75.586;4299.999;11384;59;21.279;75.4;DLSS Jakość
112;24-02-202313:54:55;59;98;33;5460.129;1920;156.856;56;75.181;4299.999;11350;60.1;20.414;75.4;DLSS Jakość
113;24-02-202313:54:56;60;98;34;5460.129;1920;156.804;56;91.667;4300;11247;61.4;21.09;75.4;DLSS Jakość
114;24-02-202313:54:57;59;98;31;5460.129;1920;156.293;61;86.198;4299.999;11214;58.2;23.119;75.4;DLSS Jakość
115;24-02-202313:54:58;59;93;34;5460.129;1920;151.702;58;97.135;4300;11348;53.2;28.851;75.4;DLSS Jakość
116;24-02-202313:54:59;60;97;35;5460.129;1920;155.648;57;95.313;4299.998;11382;58.6;24.673;75.4;DLSS Jakość
117;24-02-202313:55:00;60;96;34;5460.129;1920;153.832;58;98.177;4299.998;11367;57.1;22.673;75.4;DLSS Jakość
118;24-02-202313:55:01;60;81;29;5460.129;1920;143.856;59;98.177;4299.999;11496;50.9;28.363;75.4;DLSS Jakość
119;24-02-202313:55:02;60;95;33;5460.129;1920;155.06;61;96.875;4300;11492;52.4;25.408;75.4;DLSS Jakość
120;24-02-202313:55:03;60;97;34;5460.129;1920;155.738;58;95.382;4300;11480;54.1;25.425;75.4;DLSS Jakość
121;24-02-202313:55:04;60;97;35;5460.129;1920;146.55;56;92.597;4300;11477;55.8;26.776;75.4;DLSS Jakość
122;24-02-202313:55:05;60;97;34;5460.129;1920;151.64;58;94.01;4299.998;11476;54.5;28.976;75.3;DLSS Jakość
123;24-02-202313:55:06;60;97;34;5460.129;1920;154.977;56;98.698;4299.998;11502;54.1;24.882;75.3;DLSS Jakość
124;24-02-202313:55:07;60;97;35;5460.129;1920;154.377;58;96.094;4300;11526;54.9;25.183;75.3;DLSS Jakość
125;24-02-202313:55:08;60;98;37;5460.129;1920;154.445;59;96.615;4300;11536;55.4;23.543;75.3;DLSS Jakość
126;24-02-202313:55:09;60;98;36;5460.129;1920;159.017;58;92.188;4299.999;11680;56.1;22.863;75.3;DLSS Jakość
127;24-02-202313:55:10;61;97;36;5460.129;1920;156.075;57;93.75;4299.999;11664;56.4;24.082;75.3;DLSS Jakość
128;24-02-202313:55:11;61;98;35;5460.129;1920;157.684;57;94.271;4299.999;11629;56.5;24.739;75.3;DLSS Jakość
129;24-02-202313:55:12;61;98;35;5460.129;1920;153.959;57;95.052;4299.999;11638;56.7;24.81;75.3;DLSS Jakość
130;24-02-202313:55:13;60;98;35;5460.129;1920;151.77;60;91.02;4299.998;11789;54.7;25.752;75.3;DLSS Jakość
131;24-02-202313:55:14;61;98;37;5460.129;1920;159.915;59;95.241;4300.001;11740;56.7;31.766;75.3;DLSS Jakość
132;24-02-202313:55:15;61;98;37;5476.129;1920;159.981;59;90.104;4300.001;11690;58.8;20.574;75.3;DLSS Jakość
133;24-02-202313:55:16;61;98;36;5508.129;1920;160.46;57;89.583;4300;11816;58.4;22.566;75.3;DLSS Jakość
134;24-02-202313:55:17;61;98;36;5508.129;1920;159.851;60;91.927;4299.999;11598;54.8;29.877;75.3;DLSS Jakość
135;24-02-202313:55:18;62;99;36;5508.129;1920;160.389;60;88.802;4299.999;11543;56.3;21.843;75.3;DLSS Jakość
136;24-02-202313:55:19;62;98;36;5508.129;1920;161.903;59;87.24;4299.998;11548;58.7;21.747;75.3;DLSS Jakość
137;24-02-202313:55:20;61;98;35;5508.129;1920;156.983;61;92.448;4299.998;11653;58.8;24.241;75.3;DLSS Jakość
138;24-02-202313:55:21;62;98;36;5508.129;1920;159.284;58;89.323;4299.999;11621;59.6;22.862;75.3;DLSS Jakość
139;24-02-202313:55:22;62;98;35;5510.129;1920;158.891;57;91.277;4299.998;11594;59.6;22.227;75.2;DLSS Jakość
140;24-02-202313:55:23;62;98;36;5510.129;1920;157.221;58;92.862;4299.998;11679;59.6;23.246;75.2;DLSS Jakość
141;24-02-202313:55:24;62;98;36;5510.129;1920;153.004;59;96.408;4299.998;11753;56.3;28.141;75.2;DLSS Jakość
142;24-02-202313:55:25;62;98;35;5510.129;1920;157.892;59;93.919;4300;11691;57.7;23.173;75.2;DLSS Jakość
143;24-02-202313:55:26;62;98;35;5510.129;1920;160.731;58;96.615;4300;11697;55.9;27.022;75.2;DLSS Jakość
144;24-02-202313:55:27;62;98;35;5510.129;1920;158.575;58;90.104;4299.999;11842;55.8;24.105;75.2;DLSS Jakość
145;24-02-202313:55:28;62;98;35;5526.129;1920;162.765;59;94.792;4300;11845;56.2;21.916;75.2;DLSS Jakość
146;24-02-202313:55:29;62;98;37;5526.129;1920;163.659;58;92.448;4300;11555;54.9;30.048;75.2;DLSS Jakość
147;24-02-202313:55:30;62;98;37;5526.129;1920;162.119;59;92.816;4299.998;11589;56.8;34.078;75.2;DLSS Jakość
148;24-02-202313:55:31;62;97;36;5526.129;1920;161.24;58;91.804;4299.998;11707;56.6;24.419;75.2;DLSS Jakość
149;24-02-202313:55:32;62;98;37;5526.129;1920;161.087;60;93.229;4300;11687;58;22.422;75.2;DLSS Jakość
150;24-02-202313:55:33;63;98;38;5526.129;1920;162.353;58;94.01;4300;11693;57.1;49.434;75.2;DLSS Jakość
151;24-02-202313:55:34;62;99;38;5526.129;1920;158.144;59;93.75;4300;11739;57.2;25.091;75.2;DLSS Jakość
152;24-02-202313:55:35;63;98;37;5526.129;1920;159.795;58;97.135;4300;11808;57.5;23.449;75.2;DLSS Jakość
153;24-02-202313:55:36;63;98;37;5526.129;1920;159.849;59;95.382;4299.999;11786;57.3;32.369;75.2;DLSS Jakość
154;24-02-202313:55:37;62;94;35;5526.129;1920;158.543;60;95.573;4299.999;11762;56.4;23.299;75.2;DLSS Jakość
155;24-02-202313:55:38;63;99;37;5526.129;1920;164.482;59;91.927;4299.999;11855;60.5;20.877;75.2;DLSS Jakość
156;24-02-202313:55:39;63;98;36;5526.129;1920;162.216;62;88.632;4299.995;11900;58.9;23.784;75.2;DLSS Jakość
157;24-02-202313:55:40;63;99;38;5524.129;1920;165.353;58;88.021;4300.002;11684;54.6;35.689;75.1;DLSS Jakość
158;24-02-202313:55:41;63;99;36;5524.129;1920;163.901;59;85.677;4300.002;11622;55.3;22.654;75.1;DLSS Jakość
159;24-02-202313:55:42;63;99;36;5524.129;1905;164.378;58;87.76;4299.998;11677;55.8;24.105;75.1;DLSS Jakość
160;24-02-202313:55:43;63;99;36;5524.129;1912;165.74;59;84.375;4299.998;11622;55;24.489;75.1;DLSS Jakość
161;24-02-202313:55:44;63;99;36;5524.129;1912;164.752;56;90.625;4300;11549;55.2;24.811;75.1;DLSS Jakość
162;24-02-202313:55:45;63;99;36;5524.129;1905;164.372;59;84.375;4300;11558;56.4;22.85;75.1;DLSS Jakość
163;24-02-202313:55:46;63;98;36;5524.129;1912;164.077;59;94.531;4300;11690;56.7;24.44;75.1;DLSS Jakość
164;24-02-202313:55:47;63;98;36;5524.129;1905;165.811;60;87.5;4299.999;11558;56.3;23.666;75.1;DLSS Jakość
165;24-02-202313:55:48;63;99;35;5540.129;1905;166.346;58;89.323;4299.999;11613;54.9;39.245;75.1;DLSS Jakość
166;24-02-202313:55:49;63;98;38;5540.129;1897;163.852;58;85.119;4299.999;11670;58.9;21.812;75.1;DLSS Jakość
167;24-02-202313:55:50;63;98;38;5540.129;1905;164.464;57;87.045;4299.978;11747;60.2;20.555;75.1;DLSS Jakość
168;24-02-202313:55:51;63;99;39;5540.129;1905;164.781;57;89.61;4299.978;11763;59.7;22.098;75.1;DLSS Jakość
169;24-02-202313:55:52;63;98;38;5540.129;1905;166.297;59;88.518;4300.019;11721;58.6;27.667;75.1;DLSS Jakość
170;24-02-202313:55:53;63;99;38;5540.129;1905;163.891;57;84.635;4300.002;11823;58.7;20.849;75.1;DLSS Jakość
171;24-02-202313:55:54;64;98;39;5540.129;1905;167.215;58;89.583;4299.999;11824;58.7;25.591;75.1;DLSS Jakość
172;24-02-202313:55:55;63;99;38;5556.129;1905;166.576;58;85.417;4299.999;11785;59.4;22.201;75.1;DLSS Jakość
173;24-02-202313:55:56;63;98;38;5556.129;1897;163.829;58;89.063;4299.999;11727;58.4;20.098;75.1;DLSS Jakość
174;24-02-202313:55:57;63;99;37;5556.129;1912;162.238;59;82.813;4299.999;11855;57.8;23.158;75;DLSS Jakość
175;24-02-202313:55:58;63;99;37;5556.129;1912;166.179;60;81.51;4299.999;11842;57.6;22.295;75;DLSS Jakość
176;24-02-202313:55:59;63;99;38;5556.129;1912;164.985;59;80.469;4300;11786;58.7;21.387;75;DLSS Jakość
177;24-02-202313:56:00;64;98;36;5556.129;1912;164.493;58;86.458;4299.998;11501;58.5;28.473;75;DLSS Jakość
178;24-02-202313:56:01;63;99;35;5556.129;1912;164.808;60;86.719;4299.998;11649;57.7;21.548;75;DLSS Jakość
179;24-02-202313:56:02;63;99;34;5540.129;1912;163.009;59;83.53;4299.999;11625;54.8;31.564;75;DLSS Jakość
180;24-02-202313:56:03;63;98;34;5540.129;1912;161.043;59;82.058;4299.999;11541;54.1;23.155;75;DLSS Jakość
181;24-02-202313:56:04;63;99;34;5540.129;1912;162.476;59;93.229;4299.999;11494;53.4;27.948;75;DLSS Jakość
182;24-02-202313:56:05;64;99;33;5540.129;1905;162.339;57;83.854;4299.999;11655;53.6;22.653;75;DLSS Jakość
183;24-02-202313:56:06;63;99;34;5540.129;1912;162.75;59;85.417;4299.999;11602;53.6;27.587;75;DLSS Jakość
184;24-02-202313:56:07;64;99;34;5540.129;1912;162.637;60;80.99;4299.999;11584;54.1;22.031;75;DLSS Jakość
185;24-02-202313:56:08;64;99;35;5544.004;1912;164.745;60;83.073;4299.999;11569;54.9;21.497;75;DLSS Jakość
186;24-02-202313:56:09;64;99;36;5560.004;1905;166.596;57;76.042;4300;11652;55.8;23.66;75;DLSS Jakość
187;24-02-202313:56:10;63;98;34;5560.004;1912;162.631;59;80.469;4300;11653;55.7;23.536;75;DLSS Jakość
188;24-02-202313:56:11;64;99;36;5560.004;1905;165.358;58;79.688;4299.999;11589;56.3;23.938;75;DLSS Jakość
189;24-02-202313:56:12;63;99;34;5560.004;1912;164.414;58;82.552;4299.997;11708;54.8;23.397;75;DLSS Jakość
190;24-02-202313:56:13;63;99;36;5560.004;1912;165.831;58;81.25;4300;11710;54.3;24.409;74.9;DLSS Jakość
191;24-02-202313:56:14;64;99;36;5560.004;1905;164.531;58;81.51;4300;11654;54.6;23.837;74.9;DLSS Jakość
192;24-02-202313:56:15;63;99;35;5560.004;1912;162.004;61;77.865;4300;11618;54.7;22.47;74.9;DLSS Jakość
193;24-02-202313:56:16;63;98;36;5560.004;1905;164.171;58;82.552;4299.999;11773;55.4;22.509;74.9;DLSS Jakość
194;24-02-202313:56:17;63;98;38;5560.004;1912;164.423;59;83.073;4299.999;11716;58.7;22.838;74.9;DLSS Jakość
195;24-02-202313:56:18;64;99;39;5560.004;1905;165.06;56;84.375;4299.999;11487;60.7;25.993;74.9;DLSS Jakość
196;24-02-202313:56:19;63;98;38;5560.004;1905;164.017;59;81.271;4299.999;11485;59.8;26.132;74.9;DLSS Jakość
197;24-02-202313:56:20;63;98;38;5560.004;1905;164.011;57;87.76;4299.999;11617;59.8;21.915;74.9;DLSS Jakość
198;24-02-202313:56:21;63;98;38;5560.004;1905;164.161;61;81.229;4299.999;11551;60.1;19.456;74.9;DLSS Jakość
199;24-02-202313:56:22;64;98;39;5560.004;1912;166.697;58;88.281;4300;11557;59.3;23.766;74.9;DLSS Jakość
200;24-02-202313:56:23;64;99;38;5560.004;1912;164.669;58;82.813;4300;11612;58.4;22.755;74.9;DLSS Jakość
201;24-02-202313:56:24;64;99;38;5560.004;1897;166.745;58;82.552;4299.999;11705;57.3;29.381;74.9;DLSS Jakość
202;24-02-202313:56:25;64;99;37;5560.004;1912;165.874;59;83.333;4299.999;11496;54.2;23.868;74.9;DLSS Jakość
