Second;Datetime;GPU.temperature;GPU.usage;FB.usage;Memory.usage;Core.clock;Power;CPU.temperature;CPU.usage;CPU.clock;RAM.usage;Framerate;Frametime;Framerate.Avg;Dataset
63; 24-02-2023 15:38:48;63;99;29;5200.34;1897;167.072;59;75;4300.001;9683;42.1;27.971;170.1;DLSS Quality
64; 24-02-2023 15:38:49;63;99;30;5139.215;1905;166.15;57;74.219;4300.001;9666;41.2;27.393;169.9;DLSS Quality
65; 24-02-2023 15:38:50;63;99;31;5109.027;1897;168.187;59;72.135;4300.001;9801;42.4;26.47;169.7;DLSS Quality
66; 24-02-2023 15:38:51;63;99;33;5090.152;1912;166.89;57;75.781;4300.001;9774;42.7;27.132;169.5;DLSS Quality
67; 24-02-2023 15:38:52;63;99;34;5092.777;1897;165.909;58;78.646;4300.001;9770;44;26.667;169.3;DLSS Quality
68; 24-02-2023 15:38:53;63;99;34;5105.84;1890;169.619;57;80.208;4300.001;9845;43.4;31.03;169.1;DLSS Quality
69; 24-02-2023 15:38:54;63;99;34;5119.027;1897;168.438;58;82.031;4300.001;9892;42;31.069;168.9;DLSS Quality
70; 24-02-2023 15:38:55;63;99;33;5365.277;1912;164.646;61;89.844;4300.001;9883;40.7;36.661;168.7;DLSS Quality
71; 24-02-2023 15:38:56;63;99;33;5422.402;1912;167.28;61;91.927;4300.001;9847;40.8;31.171;168.6;DLSS Quality
72; 24-02-2023 15:38:57;63;99;34;5451.34;1890;164.83;59;84.635;4300.001;9986;39.8;32.866;168.4;DLSS Quality
73; 24-02-2023 15:38:58;63;99;33;5473.277;1912;164.702;61;84.375;4300.001;9950;39.7;32.074;168.2;DLSS Quality
74; 24-02-2023 15:38:59;63;99;32;5484.152;1905;165.754;60;82.292;4300.001;9928;39.1;31.273;168;DLSS Quality
75; 24-02-2023 15:39:00;63;99;31;5493.59;1905;167.453;60;83.333;4300.001;9892;37.9;32.083;167.8;DLSS Quality
76; 24-02-2023 15:39:01;64;99;30;5433.59;1905;169.955;62;80.208;4300.001;10037;41.4;29.114;167.6;DLSS Quality
77; 24-02-2023 15:39:02;64;99;30;5400.402;1905;168.697;57;68.75;4300.001;10000;43.7;26.274;167.4;DLSS Quality
78; 24-02-2023 15:39:03;63;99;30;5354.965;1905;168.599;56;67.448;4300.001;9930;45.2;24.057;167.3;DLSS Quality
79; 24-02-2023 15:39:04;64;99;31;5318.152;1905;167.465;59;68.229;4300.001;9891;47.9;24.437;167.1;DLSS Quality
80; 24-02-2023 15:39:05;64;99;31;5317.215;1905;168.835;58;69.271;4300.001;10012;49.9;21.206;166.9;DLSS Quality
81; 24-02-2023 15:39:06;64;99;30;5290.965;1905;166.875;59;67.708;4300.001;9981;48.1;23.327;166.7;DLSS Quality
82; 24-02-2023 15:39:07;63;99;30;5276.527;1912;165.432;59;68.49;4300.001;9954;46.7;23.557;166.6;DLSS Quality
83; 24-02-2023 15:39:08;64;99;31;5270.465;1912;167.459;57;77.604;4300.002;10087;45.6;27.757;166.4;DLSS Quality
84; 24-02-2023 15:39:09;64;99;31;5250.402;1905;167.183;59;80.208;4300.002;10082;43.9;26.096;166.2;DLSS Quality
85; 24-02-2023 15:39:10;57;21;6;5244.715;1920;68.421;58;84.896;4300.002;9927;70.4;107.569;166.1;DLSS Quality
1; 24-02-2023 15:34:59;52;51;12;4365.859;1935;90.754;58;96.875;4300;8876;248.2;37.381;201.6;DLSS Balance
2; 24-02-2023 15:35:00;52;49;12;4720.797;1935;90.007;57;96.354;4300.002;8904;309.4;6.472;201.8;DLSS Balance
3; 24-02-2023 15:35:01;52;53;13;4885.422;1935;93.282;58;94.01;4300.002;8945;323.4;12.349;202.1;DLSS Balance
4; 24-02-2023 15:35:02;50;30;7;5104.109;1935;56.745;61;95.052;4300.001;9058;258.5;102.177;202.2;DLSS Balance
5; 24-02-2023 15:35:03;51;27;7;5221.629;1935;67.5;61;90.104;4300.001;9174;163.1;114.57;202.1;DLSS Balance
6; 24-02-2023 15:35:04;57;99;32;5272.066;1935;160.256;58;63.542;4300.001;9190;57.7;78.498;201.8;DLSS Balance
7; 24-02-2023 15:35:05;58;98;31;5264.754;1935;159.094;57;79.948;4300.001;9298;58.2;21.478;201.5;DLSS Balance
8; 24-02-2023 15:35:06;58;99;31;5259.441;1920;158.468;56;68.75;4300.001;9340;58.2;19.038;201.1;DLSS Balance
9; 24-02-2023 15:35:07;58;99;32;5258.691;1920;158.427;56;68.49;4300.001;9374;57.7;18.872;200.8;DLSS Balance
10; 24-02-2023 15:35:08;59;99;32;5258.754;1920;159.167;58;68.75;4300.001;9483;57.5;18.717;200.5;DLSS Balance
11; 24-02-2023 15:35:09;59;99;34;5298.629;1920;160.448;59;74.74;4300;9468;48.6;60.928;200.2;DLSS Balance
12; 24-02-2023 15:35:10;59;99;32;5286.566;1920;160.307;57;72.396;4300;9449;51.1;21.655;199.8;DLSS Balance
13; 24-02-2023 15:35:11;59;99;32;5353.254;1920;159.437;57;65.62;4300.002;9436;40.3;218.07;199.5;DLSS Balance
14; 24-02-2023 15:35:12;59;99;33;5308.941;1920;158.814;58;70.654;4300;9503;50.3;21.832;199.2;DLSS Balance
15; 24-02-2023 15:35:13;59;99;34;5315.316;1920;162.933;58;76.563;4300;9482;48.6;26.053;198.8;DLSS Balance
16; 24-02-2023 15:35:14;59;99;35;5316.316;1920;161.622;60;72.656;4300.002;9455;48.1;22.556;198.5;DLSS Balance
17; 24-02-2023 15:35:15;60;99;35;5317.566;1920;162.511;55;71.264;4300;9458;47.8;23.137;198.2;DLSS Balance
18; 24-02-2023 15:35:16;60;99;35;5322.191;1920;161.301;57;69.531;4300.002;9564;47.4;23.93;197.8;DLSS Balance
19; 24-02-2023 15:35:17;60;99;37;5329.254;1920;162.55;56;70.125;4300.002;9564;49.2;21.844;197.5;DLSS Balance
20; 24-02-2023 15:35:18;60;99;38;5359.566;1920;164.049;56;72.034;4300.001;9562;50;23.097;197.2;DLSS Balance
21; 24-02-2023 15:35:19;60;99;38;5365.066;1920;162.475;56;72.396;4300.001;9555;51.6;23.948;196.9;DLSS Balance
22; 24-02-2023 15:35:20;60;99;36;5363.816;1920;162.017;55;78.321;4300.001;9664;51.3;22.283;196.6;DLSS Balance
23; 24-02-2023 15:35:21;60;99;32;5365.879;1920;162.37;57;69.271;4300.001;9656;49.6;24.568;196.3;DLSS Balance
24; 24-02-2023 15:35:22;60;99;31;5367.254;1920;160.196;56;78.385;4300.001;9630;48.5;23.853;195.9;DLSS Balance
25; 24-02-2023 15:35:23;60;99;36;5366.504;1920;160.246;56;75.369;4300.001;9660;51.1;22.459;195.6;DLSS Balance
26; 24-02-2023 15:35:24;61;99;35;5355.523;1920;162.737;58;74.884;4300.002;9651;47.3;25.28;195.3;DLSS Balance
27; 24-02-2023 15:35:25;60;99;34;5355.211;1920;161.457;58;72.917;4300.001;9634;46.5;28.438;195;DLSS Balance
28; 24-02-2023 15:35:26;60;98;31;5345.648;1920;159.043;58;74.74;4300.001;9603;50.3;23.47;194.7;DLSS Balance
29; 24-02-2023 15:35:27;61;99;32;5350.961;1920;156.98;63;76.042;4300.002;9699;53.5;20.787;194.4;DLSS Balance
30; 24-02-2023 15:35:28;61;99;35;5357.523;1920;160.001;57;73.177;4300.001;9676;46.6;24.926;194.1;DLSS Balance
31; 24-02-2023 15:35:29;61;99;34;5353.023;1920;160.852;58;71.875;4300.001;9649;46.9;22.627;193.7;DLSS Balance
32; 24-02-2023 15:35:30;61;99;36;5355.648;1920;161.435;59;69.01;4300.001;9622;49.5;22.183;193.4;DLSS Balance
33; 24-02-2023 15:35:31;61;99;36;5349.836;1920;163.427;58;71.615;4300;9725;50.4;22.906;193.1;DLSS Balance
34; 24-02-2023 15:35:32;61;99;37;5357.086;1912;163.381;59;72.135;4300.001;9708;51.3;22.128;192.8;DLSS Balance
35; 24-02-2023 15:35:33;61;99;38;5357.773;1920;165.276;58;71.094;4300.001;9682;52.3;22.133;192.6;DLSS Balance
36; 24-02-2023 15:35:34;61;99;37;5360.398;1920;160.196;58;72.135;4300.001;9689;53.4;22.899;192.3;DLSS Balance
37; 24-02-2023 15:35:35;61;99;37;5367.711;1920;163.588;55;70.313;4300.001;9757;53.5;19.958;192;DLSS Balance
38; 24-02-2023 15:35:36;62;99;38;5368.086;1920;162.457;59;69.531;4300.001;9729;52.5;22.18;191.7;DLSS Balance
39; 24-02-2023 15:35:37;62;99;37;5368.961;1920;164.434;58;68.49;4300.001;9693;51.3;20.951;191.4;DLSS Balance
40; 24-02-2023 15:35:38;62;99;35;5349.273;1920;163.292;57;71.354;4300.001;9784;50.4;21.748;191.1;DLSS Balance
41; 24-02-2023 15:35:39;62;99;36;5350.023;1920;165.072;58;69.792;4300.002;9749;53.9;22.018;190.8;DLSS Balance
42; 24-02-2023 15:35:40;62;98;33;5351.148;1920;162.883;58;69.271;4299.999;9713;56.6;20.227;190.5;DLSS Balance
43; 24-02-2023 15:35:41;62;98;35;5344.961;1920;158.534;59;73.698;4300.002;9665;67.2;18.642;190.3;DLSS Balance
44; 24-02-2023 15:35:42;62;99;35;5334.336;1920;164.431;58;76.563;4300.001;9761;59.8;19.092;190;DLSS Balance
45; 24-02-2023 15:35:43;62;99;36;5346.461;1920;164.808;58;80.729;4300.001;9751;63.7;19.294;189.7;DLSS Balance
46; 24-02-2023 15:35:44;62;98;35;5330.273;1920;164.278;59;79.427;4300.001;9730;67.1;19.089;189.5;DLSS Balance
47; 24-02-2023 15:35:45;63;98;34;5302.961;1920;165.932;59;78.385;4300.001;9714;63.9;17.318;189.2;DLSS Balance
48; 24-02-2023 15:35:46;63;99;38;5296.711;1920;166.28;60;69.271;4300.001;9821;59.7;20.408;189;DLSS Balance
49; 24-02-2023 15:35:47;63;99;35;5286.648;1920;165.968;57;63.542;4300.001;9780;54.1;19.976;188.7;DLSS Balance
50; 24-02-2023 15:35:48;63;99;36;5267.398;1920;165.343;58;68.75;4300.001;9746;52.5;21.679;188.4;DLSS Balance
51; 24-02-2023 15:35:49;63;99;34;5265.023;1912;163.114;55;68.49;4300.002;9737;53.7;23.325;188.1;DLSS Balance
52; 24-02-2023 15:35:50;63;99;32;5269.461;1920;161.026;60;72.917;4300.002;9831;55.1;21.875;187.9;DLSS Balance
53; 24-02-2023 15:35:51;63;98;32;5269.711;1920;162.725;58;71.875;4300.001;9791;60.4;19.935;187.6;DLSS Balance
54; 24-02-2023 15:35:52;63;98;34;5264.961;1920;162.758;56;73.438;4300.001;9743;68.2;17.733;187.4;DLSS Balance
55; 24-02-2023 15:35:53;63;99;33;5266.086;1912;167.394;59;74.74;4300.001;9838;63.2;18.427;187.1;DLSS Balance
56; 24-02-2023 15:35:54;63;99;34;5251.898;1905;166.296;57;68.75;4300.002;9798;53.3;21.069;186.9;DLSS Balance
57; 24-02-2023 15:35:55;63;99;33;5280.898;1905;166.327;58;68.49;4300.002;9770;52.9;20.682;186.6;DLSS Balance
58; 24-02-2023 15:35:56;63;99;35;5280.398;1912;164.443;57;74.219;4300.001;9741;52.6;22.322;186.3;DLSS Balance
59; 24-02-2023 15:35:57;63;99;33;5279.586;1905;166.711;58;70.313;4300.001;9854;53.3;23.275;186.1;DLSS Balance
60; 24-02-2023 15:35:58;63;99;32;5247.398;1912;164.772;57;75.781;4300.001;9816;56;21.001;185.8;DLSS Balance
61; 24-02-2023 15:35:59;63;99;33;5240.273;1905;166.172;59;71.094;4300.001;9781;54.8;21.372;185.5;DLSS Balance
62; 24-02-2023 15:36:00;63;99;30;5180.648;1912;163.063;60;79.167;4300.001;9743;52.7;22.076;185.3;DLSS Balance
63; 24-02-2023 15:36:01;63;99;31;5098.648;1912;164.823;58;90.625;4300.001;9778;50.7;22.907;185;DLSS Balance
64; 24-02-2023 15:36:02;63;99;33;5088.648;1912;164.558;59;86.719;4300.001;9696;51.2;23.912;184.7;DLSS Balance
65; 24-02-2023 15:36:03;63;99;33;5052.523;1912;163.323;58;81.51;4300.001;9672;51.8;24.268;184.5;DLSS Balance
66; 24-02-2023 15:36:04;63;99;34;5031.461;1912;165.345;60;86.198;4300.001;9685;52.7;23.477;184.2;DLSS Balance
67; 24-02-2023 15:36:05;63;99;33;5075.023;1912;165.56;61;90.625;4300.001;9815;52.3;28.692;184;DLSS Balance
68; 24-02-2023 15:36:06;63;99;33;5060.836;1912;164.641;59;87.5;4300.001;9791;51.7;28.872;183.7;DLSS Balance
69; 24-02-2023 15:36:07;62;96;31;5243.961;1912;145.728;61;94.792;4300.001;9801;44.6;34.085;183.4;DLSS Balance
70; 24-02-2023 15:36:08;63;93;31;5398.648;1912;157.094;62;99.479;4300;9926;41.1;34.338;183.1;DLSS Balance
71; 24-02-2023 15:36:09;63;99;33;5439.773;1912;164.147;59;92.188;4300;9900;47.9;27.423;182.9;DLSS Balance
72; 24-02-2023 15:36:10;63;99;33;5452.711;1912;162.978;59;92.448;4300.001;9864;46.1;38.183;182.6;DLSS Balance
73; 24-02-2023 15:36:11;63;99;32;5523.086;1912;162.87;61;94.271;4300.001;9839;44.7;30.693;182.3;DLSS Balance
74; 24-02-2023 15:36:12;63;99;31;5547.336;1912;163.603;59;89.323;4300.001;9989;44.1;28.368;182.1;DLSS Balance
75; 24-02-2023 15:36:13;63;99;31;5474.148;1912;163.691;60;85.889;4300.001;9962;47.2;27.008;181.8;DLSS Balance
76; 24-02-2023 15:36:14;63;99;30;5448.461;1912;165.869;58;76.206;4300.002;9932;51.5;25.447;181.6;DLSS Balance
77; 24-02-2023 15:36:15;63;99;30;5416.398;1912;164.929;57;73.698;4300.002;9879;53.1;20.543;181.3;DLSS Balance
78; 24-02-2023 15:36:16;63;99;31;5374.586;1912;165.706;57;71.094;4300.001;9996;55.4;20.933;181.1;DLSS Balance
79; 24-02-2023 15:36:17;63;99;33;5338.898;1912;165.963;56;73.83;4300.001;9959;59.1;19.464;180.8;DLSS Balance
80; 24-02-2023 15:36:18;64;99;32;5315.773;1912;166.659;57;78.321;4300;9928;57.7;20.191;180.6;DLSS Balance
81; 24-02-2023 15:36:19;63;99;32;5303.148;1912;165.605;57;72.396;4300;9967;56.4;19.514;180.4;DLSS Balance
82; 24-02-2023 15:36:20;63;99;33;5285.711;1912;164.152;59;79.218;4300.002;10057;55.2;22.623;180.1;DLSS Balance
83; 24-02-2023 15:36:21;63;99;32;5253.461;1912;163.486;57;84.635;4300;10032;52.5;21.906;179.9;DLSS Balance
84; 24-02-2023 15:36:22;57;55;17;5241.586;1927;69.859;62;89.689;4300;9916;61.3;112.744;179.7;DLSS Balance
85; 24-02-2023 15:36:23;55;10;3;5201.961;1927;61.58;58;86.107;4300.001;9969;80.3;136.867;179.5;DLSS Balance
86; 24-02-2023 15:36:24;53;29;6;5197.711;1117;41.62;58;92.088;4300.001;9822;97.9;18.264;179.3;DLSS Balance
1; 24-02-2023 15:40:39;52;53;13;4677.152;1935;94.749;59;92.969;4300;8911;315.9;7.334;172.2;DLSS Performance
2; 24-02-2023 15:40:40;51;27;7;4844.965;1935;64.419;62;95.052;4300.001;8975;286.5;33.012;172.3;DLSS Performance
3; 24-02-2023 15:40:41;50;31;8;5230.027;1935;71.878;58;96.875;4300.001;9104;175;69.01;172.3;DLSS Performance
4; 24-02-2023 15:40:42;57;98;32;5232.523;1935;153.427;61;79.688;4300.001;9220;64.9;76.75;172.2;DLSS Performance
5; 24-02-2023 15:40:43;58;99;31;5232.586;1935;152.932;57;72.656;4300.002;9272;66.8;19.791;172;DLSS Performance
6; 24-02-2023 15:40:44;57;98;31;5227.336;1935;152.138;57;75;4300.002;9310;67.5;16.868;171.9;DLSS Performance
7; 24-02-2023 15:40:45;58;99;32;5226.711;1935;153.569;57;73.698;4300.001;9340;67.1;17.235;171.8;DLSS Performance
8; 24-02-2023 15:40:46;57;76;25;5264.523;1935;144.549;60;80.208;4300.001;9438;60.7;66.199;171.6;DLSS Performance
9; 24-02-2023 15:40:47;58;99;32;5252.148;1920;152.768;58;74.74;4300.001;9411;59.7;22.756;171.5;DLSS Performance
10; 24-02-2023 15:40:48;55;14;4;5270.086;1935;70.461;58;71.615;4300;9386;45.2;220.613;171.3;DLSS Performance
11; 24-02-2023 15:40:49;58;99;32;5317.586;1927;153.363;61;79.167;4300;9366;60.2;19.17;171.2;DLSS Performance
12; 24-02-2023 15:40:50;58;99;32;5273.648;1927;154.06;60;76.042;4300.002;9441;58.2;23.24;171.1;DLSS Performance
13; 24-02-2023 15:40:51;59;99;34;5276.961;1927;157.781;59;79.427;4300.002;9412;56.4;22.004;170.9;DLSS Performance
14; 24-02-2023 15:40:52;59;99;34;5279.023;1927;154.883;58;77.344;4300.001;9399;56.5;29.107;170.8;DLSS Performance
15; 24-02-2023 15:40:53;59;99;35;5282.523;1927;157.926;60;76.823;4300.002;9417;55.4;20.972;170.6;DLSS Performance
16; 24-02-2023 15:40:54;59;99;35;5291.398;1927;157.158;58;76.042;4300.002;9491;56;20.778;170.5;DLSS Performance
17; 24-02-2023 15:40:55;60;99;36;5294.211;1927;159.575;56;77.865;4300;9489;58.4;19.023;170.3;DLSS Performance
18; 24-02-2023 15:40:56;59;99;37;5322.398;1927;159.403;57;77.083;4300;9481;59.9;30.361;170.2;DLSS Performance
19; 24-02-2023 15:40:57;59;99;37;5331.836;1927;159.883;57;77.865;4300.002;9585;59.9;19.313;170.1;DLSS Performance
20; 24-02-2023 15:40:58;60;99;35;5330.586;1927;157.067;58;77.344;4300.001;9583;58.8;18.969;169.9;DLSS Performance
21; 24-02-2023 15:40:59;60;99;33;5335.461;1927;158.488;56;78.646;4300;9569;56.1;20.752;169.8;DLSS Performance
22; 24-02-2023 15:41:00;59;98;34;5333.461;1927;154.195;59;79.948;4300;9514;57.8;20.899;169.6;DLSS Performance
23; 24-02-2023 15:41:01;60;99;35;5333.336;1927;156.435;58;76.823;4300.001;9564;58.1;19.392;169.5;DLSS Performance
24; 24-02-2023 15:41:02;60;99;34;5320.398;1927;157.124;59;80.729;4300.001;9549;54.1;21.05;169.4;DLSS Performance
25; 24-02-2023 15:41:03;60;99;33;5316.898;1927;156.25;57;76.823;4300.002;9528;55.6;21.62;169.2;DLSS Performance
26; 24-02-2023 15:41:04;60;99;33;5314.523;1927;151.323;59;84.115;4300.002;9503;59.4;26.329;169.1;DLSS Performance
27; 24-02-2023 15:41:05;60;99;33;5325.148;1927;154.708;58;83.594;4300;9597;61.1;20.67;169;DLSS Performance
28; 24-02-2023 15:41:06;60;99;34;5325.273;1927;157.119;60;75.781;4300;9569;54.5;20.975;168.8;DLSS Performance
29; 24-02-2023 15:41:07;61;99;35;5322.523;1927;158.97;58;74.219;4300.001;9547;56.8;22.049;168.7;DLSS Performance
30; 24-02-2023 15:41:08;61;99;36;5322.211;1927;159.989;57;78.906;4300.001;9546;58.9;19.326;168.5;DLSS Performance
31; 24-02-2023 15:41:09;60;99;37;5318.961;1927;159.467;58;72.656;4300.001;9627;60.1;17.933;168.4;DLSS Performance
32; 24-02-2023 15:41:10;61;98;36;5327.961;1927;158.977;58;77.083;4300.001;9608;60.7;19.632;168.3;DLSS Performance
33; 24-02-2023 15:41:11;61;99;36;5327.586;1927;157.99;56;75.521;4300.001;9581;62.2;18.723;168.1;DLSS Performance
34; 24-02-2023 15:41:12;61;98;36;5335.461;1927;159.23;60;82.292;4300.001;9694;62.9;19.903;168;DLSS Performance
35; 24-02-2023 15:41:13;61;99;36;5336.086;1927;156.987;58;78.906;4300.001;9657;60.3;19.094;167.9;DLSS Performance
36; 24-02-2023 15:41:14;61;99;36;5336.836;1927;159.175;60;65.365;4300.001;9623;61.5;18.533;167.8;DLSS Performance
37; 24-02-2023 15:41:15;61;99;36;5337.648;1927;159.516;57;76.302;4300.002;9585;59.1;18.566;167.6;DLSS Performance
38; 24-02-2023 15:41:16;61;98;34;5318.148;1927;160.185;59;73.698;4300.002;9681;60.3;18.928;167.5;DLSS Performance
39; 24-02-2023 15:41:17;61;98;36;5319.086;1927;160.828;60;86.719;4300.001;9652;64.9;16.891;167.4;DLSS Performance
40; 24-02-2023 15:41:18;61;98;35;5317.273;1927;156.144;57;78.125;4300.001;9609;69.9;16.699;167.2;DLSS Performance
41; 24-02-2023 15:41:19;62;98;34;5313.273;1927;159.513;59;80.99;4300.001;9559;77.5;15.577;167.1;DLSS Performance
42; 24-02-2023 15:41:20;62;98;36;5303.711;1927;160.536;57;77.344;4300;9664;71;16.117;167;DLSS Performance
43; 24-02-2023 15:41:21;62;98;36;5305.648;1927;156.227;58;91.667;4300;9671;76.9;16.992;166.9;DLSS Performance
44; 24-02-2023 15:41:22;62;98;35;5290.898;1927;157.436;58;81.51;4300.002;9637;76.7;15.553;166.8;DLSS Performance
45; 24-02-2023 15:41:23;62;98;36;5256.461;1927;163.884;56;73.698;4300.002;9645;72.2;16.089;166.7;DLSS Performance
46; 24-02-2023 15:41:24;62;98;35;5246.211;1927;162.122;58;73.438;4300;9710;70.1;17.446;166.6;DLSS Performance
47; 24-02-2023 15:41:25;62;98;35;5228.773;1927;161.687;59;99.743;4300.005;9671;64;17.489;166.4;DLSS Performance
48; 24-02-2023 15:41:26;62;98;35;5213.836;1927;161.13;58;44.215;4300;9640;63.6;17.683;166.3;DLSS Performance
49; 24-02-2023 15:41:27;62;98;34;5214.461;1927;159.307;58;64.08;4300;9751;65.3;17.628;166.2;DLSS Performance
50; 24-02-2023 15:41:28;62;98;33;5218.148;1927;158.521;58;77.263;4300.001;9713;67.5;18.749;166.1;DLSS Performance
51; 24-02-2023 15:41:29;62;98;35;5209.773;1927;156.366;59;77.083;4300.001;9674;75.7;16.989;166;DLSS Performance
52; 24-02-2023 15:41:30;62;98;36;5210.773;1927;160.097;58;77.865;4300.001;9634;78.1;15.76;165.9;DLSS Performance
53; 24-02-2023 15:41:31;62;99;33;5214.336;1927;160.955;58;73.698;4300.001;9737;70.9;20.322;165.7;DLSS Performance
54; 24-02-2023 15:41:32;63;98;34;5208.773;1927;162.746;57;83.333;4300.001;9702;65;18.124;165.6;DLSS Performance
55; 24-02-2023 15:41:33;63;99;34;5214.336;1927;160.032;61;90.625;4300.001;9683;64.5;19.765;165.5;DLSS Performance
56; 24-02-2023 15:41:34;62;98;34;5205.523;1927;161.429;62;65.885;4300;9653;64.1;17.821;165.4;DLSS Performance
57; 24-02-2023 15:41:35;62;98;34;5213.398;1927;159.513;57;94.01;4300.001;9775;65.4;21.383;165.3;DLSS Performance
58; 24-02-2023 15:41:36;63;98;33;5173.836;1927;160.054;61;79.427;4300.001;9744;66.6;18.806;165.1;DLSS Performance
59; 24-02-2023 15:41:37;63;98;31;5151.461;1927;159.647;60;92.969;4300.001;9716;64.6;19.241;165;DLSS Performance
60; 24-02-2023 15:41:38;62;98;30;5072.023;1927;159.541;60;81.771;4300.001;9734;61.7;20.269;164.9;DLSS Performance
61; 24-02-2023 15:41:39;62;98;32;5030.398;1927;161.413;59;85.417;4300.002;9815;60.9;21.895;164.8;DLSS Performance
62; 24-02-2023 15:41:40;63;98;33;4985.461;1927;160.147;59;86.719;4300.002;9790;59.9;20.188;164.7;DLSS Performance
