Second;Datetime;GPUtemperature;GPUusage;FBusage;Memoryusage;Coreclock;Power;CPUtemperature;CPUusage;CPUclock;RAMusage;Framerate;Frametime;FramerateAvg;Dataset
23;24-02-202316:10:15;62;99;25;6110.504;1920;123.255;55;81.51;4300;12183;58.8;21.064;47.6;DLSS Balance
24;24-02-202316:10:16;62;99;26;6106.41;1920;122.664;54;89.323;4300;12167;58.9;20.396;47.7;DLSS Balance
25;24-02-202316:10:17;62;99;25;6113.324;1920;122.46;53;86.198;4300.002;12260;59.1;18.209;47.7;DLSS Balance
26;24-02-202316:10:18;61;98;25;6143.809;1920;121.173;57;89.583;4300.001;12267;60.1;20.113;47.8;DLSS Balance
27;24-02-202316:10:19;61;99;25;6144.246;1920;122.767;53;95.833;4300.002;12248;59.4;22.231;47.8;DLSS Balance
28;24-02-202316:10:20;61;99;26;6139.059;1920;122.849;54;80.208;4300.002;12233;59.7;18.841;47.9;DLSS Balance
29;24-02-202316:10:21;61;99;26;6141.992;1920;123.288;55;85.938;4300.001;12334;59.6;18.198;47.9;DLSS Balance
30;24-02-202316:10:22;61;93;24;6148.496;1920;118.553;55;98.177;4300.001;12332;57.5;22.938;48;DLSS Balance
31;24-02-202316:10:23;61;99;26;6151.105;1920;121.555;54;96.615;4300.001;12302;57.1;23.694;48;DLSS Balance
32;24-02-202316:10:24;61;99;26;6140.313;1920;121.828;54;89.063;4300.001;12274;60.3;17.514;48.1;DLSS Balance
33;24-02-202316:10:25;61;99;27;6154.5;1920;124.375;53;76.823;4300.001;12362;62.4;17.068;48.1;DLSS Balance
34;24-02-202316:10:26;60;96;25;6144.223;1920;120.675;55;94.531;4300.001;12332;61.3;22.267;48.2;DLSS Balance
35;24-02-202316:10:27;60;97;25;6149.926;1920;119.81;55;99.74;4300.001;12308;59.9;21.468;48.2;DLSS Balance
36;24-02-202316:10:28;61;99;26;6153.453;1920;124.172;54;89.063;4300.001;12321;61.5;20.223;48.3;DLSS Balance
37;24-02-202316:10:29;60;99;25;6147.188;1920;126.192;58;98.177;4300.001;12482;59.6;22.928;48.3;DLSS Balance
38;24-02-202316:10:30;61;99;25;6154.383;1920;125.857;58;97.917;4300.001;12391;58.4;21.725;48.4;DLSS Balance
39;24-02-202316:10:31;61;99;27;6082.156;1920;128.437;56;90.507;4300.001;12368;60;34.458;48.4;DLSS Balance
40;24-02-202316:10:32;60;94;25;6072.266;1920;123.176;56;92.069;4300.002;12399;60;21.454;48.5;DLSS Balance
41;24-02-202316:10:33;60;99;27;6075.73;1920;130.097;56;99.74;4300;12399;59.5;23.683;48.5;DLSS Balance
42;24-02-202316:10:34;60;93;26;6067.223;1920;129.105;56;99.74;4300;12374;61.6;21.622;48.6;DLSS Balance
43;24-02-202316:10:35;60;98;27;6072.945;1920;130.22;56;99.74;4300.001;12392;62.4;24.582;48.6;DLSS Balance
44;24-02-202316:10:36;60;99;28;6067.121;1920;131.334;54;98.698;4300.002;12479;66.7;18.411;48.7;DLSS Balance
45;24-02-202316:10:37;60;98;28;6060.438;1920;133.594;54;80.208;4300.002;12444;69.2;18.259;48.8;DLSS Balance
46;24-02-202316:10:38;60;96;27;6062.594;1920;129.392;54;99.74;4300.001;12351;65.6;20.782;48.9;DLSS Balance
47;24-02-202316:10:39;60;99;28;6057.629;1920;131.432;57;96.875;4300.001;12326;66.9;18.983;48.9;DLSS Balance
48;24-02-202316:10:40;60;99;28;6057.816;1920;132.428;54;81.771;4300.001;12402;70.6;17.369;49;DLSS Balance
49;24-02-202316:10:41;60;99;27;6059.41;1920;132.184;56;78.125;4300.001;12361;69;16.294;49.1;DLSS Balance
50;24-02-202316:10:42;60;99;26;6067.805;1920;131.038;56;95.833;4300.001;12304;65.2;18.759;49.2;DLSS Balance
51;24-02-202316:10:43;60;99;28;6067.723;1920;131.535;53;88.542;4300.002;12291;66.4;17.305;49.3;DLSS Balance
52;24-02-202316:10:44;60;99;27;6063.332;1920;131.644;53;82.552;4300.002;12348;68;16.591;49.3;DLSS Balance
53;24-02-202316:10:45;60;99;27;6066.875;1920;131.416;55;93.329;4300.001;12337;66.3;17.468;49.4;DLSS Balance
54;24-02-202316:10:46;60;99;27;6124.781;1920;129.195;55;100;4300.001;12287;63.3;18.134;49.5;DLSS Balance
55;24-02-202316:10:47;60;97;26;6128.246;1920;128.942;56;98.958;4300.001;12336;60.9;20.702;49.5;DLSS Balance
56;24-02-202316:10:48;59;98;26;6131.051;1920;128.564;54;98.177;4300.001;12306;59;23.507;49.5;DLSS Balance
57;24-02-202316:10:49;60;99;27;6130.668;1920;130.332;53;84.475;4300.001;12286;58.6;22.732;49.6;DLSS Balance
58;24-02-202316:10:50;60;99;27;6131.031;1920;130.253;54;84.564;4300.001;12265;58.8;20.238;49.6;DLSS Balance
59;24-02-202316:10:51;60;99;28;6131.156;1920;131.695;54;81.25;4300.001;12365;59.4;20.681;49.7;DLSS Balance
60;24-02-202316:10:52;59;98;27;6139.719;1920;128.198;57;99.74;4300.001;12362;59.4;21.069;49.7;DLSS Balance
61;24-02-202316:10:53;59;99;27;6133.699;1920;128.196;54;87.172;4300.001;12334;58.5;25.775;49.7;DLSS Balance
62;24-02-202316:10:54;59;99;26;6133.699;1920;127.847;55;87.31;4300.001;12298;60.3;20.29;49.8;DLSS Balance
63;24-02-202316:10:55;59;96;25;6133.637;1920;125.567;57;88.198;4300.001;12521;60.4;20.689;49.8;DLSS Balance
64;24-02-202316:10:56;59;99;26;6139.574;1920;128.354;56;97.885;4299.999;12465;60.1;23.66;49.8;DLSS Balance
65;24-02-202316:10:57;59;98;27;6139.574;1920;127.894;58;88.198;4299.999;12426;60;23.914;49.9;DLSS Balance
66;24-02-202316:10:58;59;99;27;6127.582;1920;128.634;55;85.459;4300.002;12403;59.8;19.792;49.9;DLSS Balance
67;24-02-202316:10:59;59;99;26;6130.074;1920;125.744;56;95.573;4300.002;12394;59;21.044;50;DLSS Balance
68;24-02-202316:11:00;59;99;27;6128.008;1920;129.477;55;92.031;4300.001;12374;59.4;20.605;50;DLSS Balance
69;24-02-202316:11:01;59;99;27;6128.008;1920;130.126;56;81.012;4300.001;12348;60.7;18.344;50;DLSS Balance
70;24-02-202316:11:02;59;98;26;6128.008;1920;123.192;55;83.854;4300.002;12462;60;20.497;50.1;DLSS Balance
71;24-02-202316:11:03;59;96;25;6135.738;1920;122.647;59;99.219;4300;12428;54.2;33.068;50.1;DLSS Balance
72;24-02-202316:11:04;59;99;26;6135.738;1920;128.137;58;98.958;4300.001;12434;54.9;24.317;50.1;DLSS Balance
73;24-02-202316:11:05;59;99;27;6129.863;1920;127.704;56;93.322;4300.001;12406;57.3;20.418;50.1;DLSS Balance
74;24-02-202316:11:06;59;99;26;6133.699;1920;128.338;58;95.249;4300.001;12521;56.2;19.323;50.2;DLSS Balance
75;24-02-202316:11:07;59;97;26;6129.832;1920;125.508;55;90.885;4300.001;12472;55.8;23.861;50.2;DLSS Balance
76;24-02-202316:11:08;58;98;26;6137.285;1920;125.816;56;93.75;4300.001;12444;55.3;22.409;50.2;DLSS Balance
77;24-02-202316:11:09;59;99;26;6137.035;1920;124.353;59;99.479;4300.002;12458;55.8;20.862;50.2;DLSS Balance
78;24-02-202316:11:10;59;99;27;6133.875;1920;129.019;54;94.01;4300.002;12562;59.1;21.273;50.3;DLSS Balance
79;24-02-202316:11:11;59;99;28;6133.875;1920;127.401;57;87.5;4300.001;12532;59.8;18.032;50.3;DLSS Balance
80;24-02-202316:11:12;59;98;27;6138.656;1920;127.103;55;79.688;4300.001;12496;59.9;20.245;50.3;DLSS Balance
81;24-02-202316:11:13;59;99;27;6139.844;1920;128.562;55;79.942;4300.001;12534;59.8;18.879;50.4;DLSS Balance
82;24-02-202316:11:14;59;99;27;6139.844;1920;128.922;56;82.855;4300;12581;59.9;19.504;50.4;DLSS Balance
83;24-02-202316:11:15;58;99;26;6145.219;1920;128.168;58;98.698;4300;12582;60.8;23.735;50.4;DLSS Balance
84;24-02-202316:11:16;59;99;27;6132.457;1920;130.771;54;89.323;4300.001;12532;63.9;18.205;50.5;DLSS Balance
85;24-02-202316:11:17;59;98;27;6138.332;1920;128.053;55;80.208;4300.001;12633;64.8;19.816;50.5;DLSS Balance
86;24-02-202316:11:18;59;99;27;6132.098;1920;131.622;56;93.835;4300.001;12584;64.3;20.142;50.6;DLSS Balance
87;24-02-202316:11:19;59;99;27;6132.098;1920;131.528;55;80.475;4300.002;12541;62.9;17.454;50.6;DLSS Balance
88;24-02-202316:11:20;59;99;27;6134.031;1920;128.05;56;80.729;4300.002;12497;61.5;18.477;50.7;DLSS Balance
89;24-02-202316:11:21;58;99;26;6139.617;1920;127.763;56;97.166;4300.002;12544;59.5;20.185;50.7;DLSS Balance
90;24-02-202316:11:22;58;97;26;6133.68;1920;127.55;57;100;4300;12489;58.2;21.785;50.7;DLSS Balance
91;24-02-202316:11:23;59;99;27;6126.148;1920;131.356;56;94.792;4300;12458;57.7;19.581;50.7;DLSS Balance
92;24-02-202316:11:24;59;99;27;6129.5;1920;129.494;56;82.292;4300.001;12423;59.6;17.971;50.8;DLSS Balance
93;24-02-202316:11:25;59;99;27;6129.438;1920;129.443;57;84.635;4300.001;12556;60.7;18.224;50.8;DLSS Balance
94;24-02-202316:11:26;59;99;28;6124.301;1920;132.475;57;97.656;4300.001;12508;62.3;18.923;50.9;DLSS Balance
95;24-02-202316:11:27;59;98;27;6126.809;1920;132.012;54;71.354;4300.001;12463;61.6;18.303;50.9;DLSS Balance
96;24-02-202316:11:28;59;99;26;6121.566;1920;133.234;57;81.25;4300.001;12621;59.8;19.032;50.9;DLSS Balance
97;24-02-202316:11:29;59;99;26;6124.863;1920;131.875;56;92.969;4300;12611;57.9;22.136;50.9;DLSS Balance
98;24-02-202316:11:30;59;99;27;6126.652;1920;134.149;57;78.906;4300;12572;59.5;18.911;51;DLSS Balance
1;24-02-202316:20:58;58;99;28;6193.004;1935;130.496;51;63.542;4300;11170;76.1;16.345;41.4;DLSS Performance
2;24-02-202316:20:59;59;99;29;6193.004;1935;131.748;53;73.698;4300.001;11245;77;16.717;41.7;DLSS Performance
3;24-02-202316:21:00;59;99;27;6193.004;1935;128.307;54;74.479;4300.001;11295;76.9;17.56;42;DLSS Performance
4;24-02-202316:21:01;59;99;26;6196.754;1935;123.691;54;84.375;4300.001;11377;58.2;19.477;42.1;DLSS Performance
5;24-02-202316:21:02;58;99;26;6196.754;1935;118.528;55;77.865;4300.001;11483;60.9;19.346;42.2;DLSS Performance
6;24-02-202316:21:03;59;99;26;6196.754;1935;119.409;54;84.375;4300.001;11596;65;17.535;42.4;DLSS Performance
7;24-02-202316:21:04;59;99;26;6196.832;1935;119.137;54;80.99;4300.001;11687;61.9;20.047;42.6;DLSS Performance
8;24-02-202316:21:05;59;99;26;6196.832;1920;119.35;55;86.719;4300.002;11788;60;24.342;42.7;DLSS Performance
9;24-02-202316:21:06;59;98;26;6190.137;1920;119.959;55;84.115;4300.002;11877;61.1;21.193;42.8;DLSS Performance
10;24-02-202316:21:07;59;93;24;6194.512;1920;117.35;55;88.198;4300.001;11975;59.6;22.998;42.9;DLSS Performance
11;24-02-202316:21:08;60;97;25;6210.902;1920;117.749;57;96.827;4300;11971;53.8;26.558;43;DLSS Performance
12;24-02-202316:21:09;60;99;25;6209.699;1920;119.688;56;91.277;4300;11954;55.8;20.417;43.1;DLSS Performance
13;24-02-202316:21:10;60;99;25;6199.988;1920;120.274;56;81.758;4300.001;12039;56.9;19.642;43.2;DLSS Performance
14;24-02-202316:21:11;60;99;25;6193.277;1920;119.03;56;83.854;4300.001;12035;58.3;19.043;43.3;DLSS Performance
15;24-02-202316:21:12;60;97;24;6202.066;1920;114.276;56;97.17;4300.001;12026;56;22.212;43.4;DLSS Performance
16;24-02-202316:21:13;61;99;25;6202.129;1920;120.266;55;91.287;4300.001;12075;57.2;21.75;43.5;DLSS Performance
17;24-02-202316:21:14;61;99;26;6207.07;1920;119.436;55;86.719;4300.001;12107;59;19.684;43.6;DLSS Performance
18;24-02-202316:21:15;61;99;25;6202.258;1920;121.195;54;89.583;4300.001;12083;60.3;18.515;43.7;DLSS Performance
19;24-02-202316:21:16;61;99;25;6193.195;1920;118.939;56;88.021;4300.002;12051;59.5;18.34;43.8;DLSS Performance
20;24-02-202316:21:17;61;99;26;6201.086;1920;119.47;54;88.802;4299.999;12141;59.9;20.703;43.9;DLSS Performance
21;24-02-202316:21:18;62;95;24;6203.75;1920;118.581;58;88.542;4299.999;12139;61.1;19.621;44.1;DLSS Performance
22;24-02-202316:21:19;61;98;25;6236;1920;118.033;55;100;4300.002;12121;59.4;21.987;44.2;DLSS Performance
23;24-02-202316:21:20;62;98;25;6228.875;1920;120.115;56;87.5;4300.002;12098;60.4;19.48;44.3;DLSS Performance
24;24-02-202316:21:21;62;99;26;6229.875;1920;122.32;54;84.709;4300.001;12199;60.5;19.343;44.4;DLSS Performance
25;24-02-202316:21:22;62;98;25;6236.793;1920;122.969;56;94.511;4300.001;12202;59.2;21.413;44.5;DLSS Performance
26;24-02-202316:21:23;63;96;25;6244.5;1920;116.727;56;100;4300;12161;57.3;23.205;44.6;DLSS Performance
27;24-02-202316:21:24;63;99;27;6237.941;1920;123.362;55;84.862;4300.002;12109;61.5;22.494;44.7;DLSS Performance
28;24-02-202316:21:25;63;99;27;6246.254;1920;123.193;54;91.54;4300.002;12191;63.7;17.662;44.8;DLSS Performance
29;24-02-202316:21:26;62;98;26;6242.309;1920;120.363;54;84.307;4300.002;12165;63;21.384;44.9;DLSS Performance
30;24-02-202316:21:27;62;96;25;6236.102;1920;117.478;57;99.736;4300.002;12142;60;21.853;45;DLSS Performance
31;24-02-202316:21:28;62;99;25;6245.207;1920;121.445;54;99.487;4299.999;12187;62.9;22.79;45.1;DLSS Performance
32;24-02-202316:21:29;62;96;24;6238.941;1920;121.816;56;99.736;4299.999;12344;61.3;21.986;45.2;DLSS Performance
33;24-02-202316:21:30;62;99;25;6246.137;1920;122.846;59;97.917;4300.002;12257;60.8;18.597;45.3;DLSS Performance
34;24-02-202316:21:31;62;98;26;6174.066;1920;126.784;56;94.869;4300;12222;59.9;33.618;45.4;DLSS Performance
35;24-02-202316:21:32;62;96;25;6164.363;1920;122.037;56;87.838;4300.001;12293;62.7;20.133;45.5;DLSS Performance
36;24-02-202316:21:33;62;92;25;6167.098;1920;119.025;55;100;4300.001;12248;58.8;23.546;45.6;DLSS Performance
37;24-02-202316:21:34;62;95;26;6159.633;1920;121.912;55;99.219;4300.001;12238;62.8;22.798;45.7;DLSS Performance
38;24-02-202316:21:35;61;97;27;6161.691;1920;124.785;57;99.219;4300.001;12238;63;21.15;45.8;DLSS Performance
39;24-02-202316:21:36;62;97;27;6156.656;1920;128.211;57;98.438;4300;12328;66.1;22.78;45.9;DLSS Performance
40;24-02-202316:21:37;62;98;28;6152.348;1920;131.124;54;87.76;4300.001;12290;70.6;17.205;46.1;DLSS Performance
41;24-02-202316:21:38;61;96;26;6154.504;1920;125.626;58;95.833;4300.001;12196;68.7;17.39;46.2;DLSS Performance
42;24-02-202316:21:39;61;95;27;6149.539;1920;130.239;57;98.177;4300.001;12166;68.2;20.04;46.3;DLSS Performance
43;24-02-202316:21:40;61;99;28;6149.727;1920;130.339;55;87.654;4300.001;12248;72.6;17.372;46.5;DLSS Performance
44;24-02-202316:21:41;61;99;27;6151.32;1920;130.055;54;79.157;4300.001;12189;72.5;15.051;46.6;DLSS Performance
45;24-02-202316:21:42;61;97;26;6155.625;1920;128.132;57;92.448;4300.001;12130;68.2;18.17;46.8;DLSS Performance
46;24-02-202316:21:43;61;99;27;6159.633;1920;129.604;55;98.698;4299.999;12158;67.7;19.33;46.9;DLSS Performance
47;24-02-202316:21:44;61;99;27;6155.242;1920;130.118;55;78.906;4299.999;12175;70.8;16.673;47;DLSS Performance
48;24-02-202316:21:45;61;99;27;6155.117;1920;127.955;56;91.667;4300.002;12151;69.4;17.671;47.2;DLSS Performance
49;24-02-202316:21:46;61;96;26;6184.691;1920;127.532;56;99.479;4300.001;12113;65.1;18.653;47.3;DLSS Performance
50;24-02-202316:21:47;60;96;26;6188.156;1920;127.467;58;99.74;4300;12160;62.1;20.948;47.3;DLSS Performance
51;24-02-202316:21:48;60;98;27;6185.07;1920;126.73;58;97.135;4300.002;12130;61.6;19.406;47.4;DLSS Performance
52;24-02-202316:21:49;60;98;27;6190.578;1920;127.434;55;89.583;4300.002;12108;60.3;20.03;47.5;DLSS Performance
53;24-02-202316:21:50;60;99;27;6190.941;1920;127.043;57;83.854;4300.001;12087;60;19.04;47.6;DLSS Performance
54;24-02-202316:21:51;60;99;27;6185.129;1920;127.002;56;81.51;4300.001;12189;60.5;17.723;47.6;DLSS Performance
55;24-02-202316:21:52;60;99;27;6200.137;1920;125.916;56;99.219;4300.001;12188;59.7;20.702;47.7;DLSS Performance
56;24-02-202316:21:53;60;99;27;6197.336;1920;125.685;56;99.219;4300.002;12156;60.5;20.431;47.8;DLSS Performance
57;24-02-202316:21:54;60;99;26;6193.609;1920;125.771;55;86.458;4300.002;12128;61.7;19.103;47.8;DLSS Performance
58;24-02-202316:21:55;59;95;25;6193.484;1920;120.364;58;88.802;4300.001;12249;62.7;21.048;47.9;DLSS Performance
59;24-02-202316:21:56;60;99;26;6199.484;1920;124.175;57;99.479;4300;12299;60.6;26.147;48;DLSS Performance
60;24-02-202316:21:57;59;96;25;6199.484;1920;124.326;56;97.656;4300;12260;60.5;22.129;48.1;DLSS Performance
61;24-02-202316:21:58;59;99;26;6187.492;1920;124.93;56;93.49;4300.002;12384;61;20.719;48.1;DLSS Performance
62;24-02-202316:21:59;59;96;25;6187.367;1920;123.406;58;97.656;4300;12275;58.9;26.049;48.2;DLSS Performance
63;24-02-202316:22:00;59;96;25;6190.566;1920;122.694;58;100;4300.002;12222;58.4;24.228;48.2;DLSS Performance
64;24-02-202316:22:01;59;99;26;6187.918;1920;126.717;56;97.434;4300.002;12204;62;19.102;48.3;DLSS Performance
65;24-02-202316:22:02;59;97;27;6187.918;1920;127.312;55;93.75;4300.001;12295;63;20.318;48.4;DLSS Performance
66;24-02-202316:22:03;59;97;25;6190.344;1920;124.07;57;94.184;4300;12250;57.3;22.736;48.4;DLSS Performance
67;24-02-202316:22:04;59;99;27;6195.648;1920;127.498;55;95.573;4300;12227;57.1;24.393;48.5;DLSS Performance
68;24-02-202316:22:05;59;99;26;6195.648;1920;125.319;57;87.76;4300.001;12197;59.5;18.105;48.5;DLSS Performance
69;24-02-202316:22:06;59;99;26;6193.609;1920;125.974;54;85.119;4300.001;12309;59.1;20.872;48.6;DLSS Performance
70;24-02-202316:22:07;59;98;26;6193.609;1920;126.458;57;87.838;4300.001;12288;57.8;19.764;48.6;DLSS Performance
71;24-02-202316:22:08;59;99;26;6192.527;1920;125.39;56;86.979;4300.001;12261;58.1;20.587;48.7;DLSS Performance
72;24-02-202316:22:09;58;96;26;6196.695;1920;122.488;56;98.177;4300.002;12322;55.6;26.427;48.7;DLSS Performance
73;24-02-202316:22:10;59;99;27;6193.785;1920;125.589;55;95.313;4300.001;12378;59.8;22.08;48.8;DLSS Performance
74;24-02-202316:22:11;59;99;28;6193.785;1920;127.44;55;90.625;4300.001;12348;62.2;17.268;48.8;DLSS Performance
75;24-02-202316:22:12;59;98;26;6193.785;1920;124.922;55;88.281;4300.001;12310;61;19.222;48.9;DLSS Performance
76;24-02-202316:22:13;59;99;27;6199.754;1920;125.907;56;88.021;4300;12416;60.8;18.443;49;DLSS Performance
77;24-02-202316:22:14;59;99;27;6199.754;1920;126.43;57;84.315;4300;12389;60.6;18.205;49;DLSS Performance
78;24-02-202316:22:15;58;92;24;6205.129;1920;123.717;57;96.835;4300.002;12387;60.6;23.004;49.1;DLSS Performance
79;24-02-202316:22:16;59;96;26;6200.559;1920;123.584;56;97.404;4300.001;12348;64.4;21.68;49.1;DLSS Performance
80;24-02-202316:22:17;59;98;27;6198.242;1920;126.719;56;84.339;4300.001;12449;67.5;17.555;49.2;DLSS Performance
81;24-02-202316:22:18;59;99;27;6192.008;1920;129.508;55;85.341;4300.001;12404;66.3;16.962;49.3;DLSS Performance
82;24-02-202316:22:19;59;99;27;6186.133;1920;129.343;56;83.916;4300;12354;65.7;17.395;49.4;DLSS Performance
83;24-02-202316:22:20;59;99;27;6193.941;1920;126.695;55;99.479;4300;12314;64;17.35;49.5;DLSS Performance
84;24-02-202316:22:21;59;95;25;6196.125;1920;124.723;57;97.947;4300.001;12370;61.5;21.558;49.5;DLSS Performance
85;24-02-202316:22:22;58;94;25;6193.59;1920;127.597;56;99.215;4300.002;12310;59.9;22.397;49.6;DLSS Performance
86;24-02-202316:22:23;59;99;26;6186.059;1920;126.557;58;99.74;4300.002;12278;59.1;24.654;49.6;DLSS Performance
87;24-02-202316:22:24;59;99;28;6186.059;1920;129.606;55;88.281;4300.001;12339;61.4;22.136;49.7;DLSS Performance
88;24-02-202316:22:25;59;99;27;6189.41;1920;130.7;56;78.385;4300.001;12344;63;18.831;49.7;DLSS Performance
89;24-02-202316:22:26;59;99;28;6184.211;1920;131.323;58;98.698;4300.001;12336;63.8;20.27;49.8;DLSS Performance
90;24-02-202316:22:27;59;98;27;6186.719;1920;132.565;55;72.917;4300.001;12291;63.9;18.501;49.9;DLSS Performance
91;24-02-202316:22:28;59;99;26;6186.719;1920;129.512;56;78.906;4300.001;12412;62.4;18.08;49.9;DLSS Performance
92;24-02-202316:22:29;59;99;26;6181.477;1920;131.913;56;98.204;4299.999;12438;59.2;26.357;50;DLSS Performance
93;24-02-202316:22:30;59;99;27;6186.563;1920;132.532;55;85.487;4299.999;12397;59.9;19.475;50;DLSS Performance
94;24-02-202316:22:31;59;99;25;6195.363;1920;128.69;54;81.771;4300.001;12334;61.1;19.995;50.1;DLSS Performance
95;24-02-202316:22:32;59;98;26;6194.16;1920;127.751;54;77.604;4300.001;12437;62.7;19.076;50.1;DLSS Performance
96;24-02-202316:22:33;59;99;27;6194.16;1920;129.816;58;79.688;4300.003;12395;64.5;17.796;50.2;DLSS Performance
97;24-02-202316:22:34;58;97;25;6191.602;1920;122.439;59;98.177;4299.999;12280;62.3;23.39;50.2;DLSS Performance
98;24-02-202316:22:35;59;99;26;6191.602;1920;128.542;57;98.958;4300.002;12205;60.8;20.383;50.3;DLSS Performance
1;24-02-202316:29:03;58;99;28;6069.25;1935;135.338;55;62.24;4300.002;11235;69.2;17.852;35.5;FSR Quality
2;24-02-202316:29:04;58;99;29;6069.25;1935;136.112;53;68.229;4299.999;11316;70.1;15.79;35.8;FSR Quality
3;24-02-202316:29:05;58;99;29;6069.25;1935;135.792;53;67.188;4300.003;11393;69.9;19.057;36.1;FSR Quality
4;24-02-202316:29:06;58;99;28;6069.25;1935;134.006;53;70.495;4300;11449;71.7;16.861;36.4;FSR Quality
5;24-02-202316:29:07;58;99;27;6069.313;1935;132.793;59;72.135;4300.001;11492;68.9;18.992;36.7;FSR Quality
6;24-02-202316:29:08;59;99;28;6069.313;1935;135.384;53;69.596;4300.001;11543;70.2;17.028;37;FSR Quality
7;24-02-202316:29:09;59;99;27;6071.063;1935;137.076;54;68.229;4300.001;11599;74.8;24.277;37.4;FSR Quality
8;24-02-202316:29:10;59;100;25;6071.063;1920;127.2;54;71.778;4300.001;11665;61.3;21.991;37.6;FSR Quality
9;24-02-202316:29:11;59;99;25;6071.063;1920;125.714;53;74.355;4300.002;11756;54.7;20.054;37.7;FSR Quality
10;24-02-202316:29:12;59;99;25;6071.063;1920;121.793;56;73.958;4300.002;11859;60.6;19.503;37.9;FSR Quality
11;24-02-202316:29:13;59;99;26;6071.266;1920;122.498;54;85.353;4300.001;11961;59.5;17.834;38.1;FSR Quality
12;24-02-202316:29:14;59;99;26;6071.266;1920;123.776;56;75.031;4300;12061;57.3;20.432;38.2;FSR Quality
13;24-02-202316:29:15;60;99;26;6071.266;1920;125.386;55;81.758;4300;12151;58.2;21.633;38.4;FSR Quality
14;24-02-202316:29:16;60;99;25;6064.57;1920;125.299;55;76.563;4300.001;12237;59.2;19.637;38.6;FSR Quality
15;24-02-202316:29:17;60;99;25;6072.133;1920;123.937;57;95.573;4300.001;12325;55.1;20.717;38.7;FSR Quality
16;24-02-202316:29:18;60;99;24;6082.383;1920;124.211;55;97.917;4300.001;11616;51.4;25.314;38.8;FSR Quality
17;24-02-202316:29:19;61;99;25;6084.195;1920;126.16;54;78.906;4300.001;11649;52.8;21.123;38.9;FSR Quality
18;24-02-202316:29:20;61;99;25;6068.609;1920;121.757;55;85.333;4300.001;11681;54.8;21.099;39.1;FSR Quality
19;24-02-202316:29:21;61;98;24;6068.039;1920;121.887;56;88.928;4300.001;11783;54.5;24.004;39.2;FSR Quality
20;24-02-202316:29:22;61;99;25;6076.625;1920;126.004;55;95.052;4300.001;11801;53.9;22.474;39.3;FSR Quality
21;24-02-202316:29:23;61;99;25;6078.184;1920;123.059;55;86.719;4300.001;11813;55.3;19.244;39.4;FSR Quality
22;24-02-202316:29:24;62;99;25;6076.816;1920;125.884;56;83.594;4300.001;11906;58;20.376;39.6;FSR Quality
23;24-02-202316:29:25;62;99;25;6076.816;1920;124.69;55;82.552;4300.001;11910;55.6;22.931;39.7;FSR Quality
24;24-02-202316:29:26;62;99;26;6071.164;1920;125.529;57;81.25;4300.001;11913;57.2;18.639;39.8;FSR Quality
25;24-02-202316:29:27;62;99;26;6078.309;1920;124.732;55;83.854;4300.001;11908;57.9;18.855;40;FSR Quality
26;24-02-202316:29:28;62;98;25;6110.559;1920;123.887;56;96.615;4300.001;12028;58.5;20.855;40.1;FSR Quality
27;24-02-202316:29:29;63;99;25;6108.934;1920;126.426;57;90.625;4300.001;12025;57.6;21.955;40.2;FSR Quality
28;24-02-202316:29:30;63;99;26;6103.434;1920;127.593;54;77.865;4300.001;12023;57.5;18.835;40.4;FSR Quality
29;24-02-202316:29:31;62;92;23;6105.801;1920;116.136;56;86.979;4300.001;12024;56.7;22.189;40.5;FSR Quality
30;24-02-202316:29:32;62;96;24;6118.059;1920;122.638;57;98.958;4300.002;12121;57.1;22.189;40.6;FSR Quality
31;24-02-202316:29:33;62;99;26;6109.563;1920;126.694;55;93.229;4300.002;12106;57.7;20.407;40.7;FSR Quality
32;24-02-202316:29:34;62;99;26;6119.523;1920;126.43;56;84.375;4300.001;12088;60.1;20.791;40.9;FSR Quality
33;24-02-202316:29:35;62;99;26;6117.875;1920;123.863;57;92.969;4300.001;12097;59.9;20.093;41;FSR Quality
34;24-02-202316:29:36;62;94;24;6107.535;1920;122.636;56;98.958;4300.002;12196;56.6;24.208;41.1;FSR Quality
35;24-02-202316:29:37;62;99;25;6111.691;1920;124.377;58;100;4299.999;12192;58.9;24.988;41.2;FSR Quality
36;24-02-202316:29:38;61;98;24;6116.828;1920;121.743;58;94.01;4299.999;12151;59.2;26.648;41.4;FSR Quality
37;24-02-202316:29:39;62;99;25;6112.563;1920;126.104;57;100;4300.002;12377;55.9;26.14;41.5;FSR Quality
38;24-02-202316:29:40;62;97;25;6045.406;1920;131.852;59;100;4300.001;12281;54.8;32.738;41.6;FSR Quality
39;24-02-202316:29:41;62;99;26;6036.141;1920;131.248;56;91.927;4300.001;12254;59.4;20.81;41.7;FSR Quality
40;24-02-202316:29:42;61;95;25;6039.148;1920;126.537;56;96.094;4300.001;12198;56.9;22.569;41.8;FSR Quality
41;24-02-202316:29:43;62;99;27;6041.418;1920;132.278;56;99.219;4300;12288;58.5;21.772;41.9;FSR Quality
42;24-02-202316:29:44;62;99;27;6033.098;1920;135.47;58;99.479;4300.001;12288;60;19.559;42;FSR Quality
43;24-02-202316:29:45;62;99;27;6035.453;1920;134.472;57;99.74;4300.002;12296;60.8;24.298;42.1;FSR Quality
