00, 24-02-2023 11:27:42, Hardware monitoring log v1.6 
01, 24-02-2023 11:27:43, NVIDIA GeForce RTX 3060
02, 24-02-2023 11:27:43, GPU temperature     ,GPU usage           ,FB usage            ,Memory usage        ,Core clock          ,Memory clock        ,Power               ,CPU temperature     ,CPU usage           ,CPU clock           ,RAM usage           ,Framerate           ,Frametime           ,Framerate Min       ,Framerate Avg       ,Framerate Max       ,Framerate 1% Low    ,Fan speed 2         ,Fan tachometer 2    
03, 24-02-2023 11:27:43, 0                   ,°C                  ,0.000               ,100.000             ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 1                   ,%                   ,0.000               ,100.000             ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 2                   ,%                   ,0.000               ,100.000             ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 3                   ,MB                  ,0.000               ,8192.000            ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 4                   ,MHz                 ,0.000               ,2500.000            ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 5                   ,MHz                 ,0.000               ,7500.000            ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 6                   ,W                   ,0.000               ,300.000             ,10                  ,                    ,                    ,%.1f                
03, 24-02-2023 11:27:43, 7                   ,°C                  ,0.000               ,100.000             ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 8                   ,%                   ,0.000               ,100.000             ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 9                   ,MHz                 ,0.000               ,5000.000            ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 10                  ,MB                  ,0.000               ,16384.000           ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 11                  ,FPS                 ,0.000               ,200.000             ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 12                  ,ms                  ,0.000               ,50.000              ,10                  ,                    ,                    ,%.1f                
03, 24-02-2023 11:27:43, 13                  ,FPS                 ,0.000               ,200.000             ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 14                  ,FPS                 ,0.000               ,200.000             ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 15                  ,FPS                 ,0.000               ,200.000             ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 16                  ,FPS                 ,0.000               ,200.000             ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 17                  ,%                   ,0.000               ,100.000             ,10                  ,                    ,                    ,
03, 24-02-2023 11:27:43, 18                  ,RPM                 ,0.000               ,10000.000           ,10                  ,                    ,                    ,
80, 24-02-2023 11:27:43, 62.000              ,99.000              ,27.000              ,3956.051            ,1920.000            ,7500.999            ,155.501             ,45.000              ,24.219              ,4300.000            ,10078.000           ,126.000             ,8.826               ,0.100               ,96.800              ,1466.200            ,0.100               ,39.000              ,1487.000            
80, 24-02-2023 11:27:44, 62.000              ,100.000             ,27.000              ,3956.051            ,1920.000            ,7500.999            ,151.526             ,48.000              ,37.911              ,4300.000            ,10267.000           ,121.700             ,10.662              ,0.100               ,96.800              ,1466.200            ,0.100               ,39.000              ,1490.000            
80, 24-02-2023 11:27:45, 62.000              ,99.000              ,27.000              ,3956.051            ,1920.000            ,7500.999            ,151.843             ,48.000              ,39.323              ,4300.001            ,10321.000           ,119.800             ,9.923               ,0.100               ,96.800              ,1466.200            ,0.100               ,39.000              ,1481.000            
80, 24-02-2023 11:27:46, 61.000              ,93.000              ,20.000              ,3955.988            ,1920.000            ,7500.999            ,151.419             ,55.000              ,51.882              ,4300.001            ,10436.000           ,112.600             ,47.264              ,0.100               ,96.800              ,1466.200            ,0.100               ,39.000              ,1490.000            
80, 24-02-2023 11:27:47, 61.000              ,99.000              ,26.000              ,3955.988            ,1920.000            ,7500.999            ,148.786             ,58.000              ,88.802              ,4300.001            ,11087.000           ,118.400             ,14.870              ,0.100               ,96.900              ,1466.200            ,0.100               ,39.000              ,1487.000            
80, 24-02-2023 11:27:48, 55.000              ,69.000              ,5.000               ,5528.801            ,1920.000            ,7500.999            ,60.444              ,58.000              ,99.487              ,4300.000            ,11217.000           ,25.700              ,224.077             ,0.100               ,96.800              ,1466.200            ,0.100               ,39.000              ,1488.000            
80, 24-02-2023 11:27:49, 54.000              ,7.000               ,2.000               ,5758.426            ,1935.000            ,7500.999            ,55.869              ,57.000              ,60.871              ,4300.001            ,11368.000           ,8.800               ,303.823             ,0.100               ,96.700              ,1466.200            ,0.100               ,39.000              ,1478.000            
80, 24-02-2023 11:27:50, 57.000              ,55.000              ,13.000              ,6327.207            ,1935.000            ,7500.999            ,127.604             ,58.000              ,53.906              ,4300.001            ,11626.000           ,4.800               ,1277.923            ,0.100               ,96.600              ,1466.200            ,0.100               ,38.000              ,1482.000            
80, 24-02-2023 11:27:51, 58.000              ,49.000              ,10.000              ,6605.301            ,1935.000            ,7500.999            ,112.586             ,57.000              ,65.885              ,4300.001            ,11625.000           ,4.900               ,435.628             ,0.100               ,96.500              ,1466.200            ,0.100               ,38.000              ,1483.000            
80, 24-02-2023 11:27:52, 61.000              ,94.000              ,37.000              ,6573.238            ,1920.000            ,7500.999            ,160.080             ,56.000              ,64.063              ,4300.001            ,11489.000           ,31.600              ,71.071              ,0.100               ,96.500              ,1466.200            ,0.100               ,38.000              ,1476.000            
80, 24-02-2023 11:27:53, 61.000              ,93.000              ,36.000              ,6688.434            ,1905.000            ,7500.999            ,160.468             ,59.000              ,76.302              ,4300.001            ,11508.000           ,33.700              ,47.808              ,0.100               ,96.400              ,1466.200            ,0.100               ,38.000              ,1473.000            
80, 24-02-2023 11:27:54, 62.000              ,100.000             ,40.000              ,6768.691            ,1912.000            ,7500.999            ,164.986             ,54.000              ,62.760              ,4300.001            ,11606.000           ,33.500              ,35.811              ,0.100               ,96.300              ,1466.200            ,0.100               ,38.000              ,1471.000            
80, 24-02-2023 11:27:55, 61.000              ,93.000              ,37.000              ,6886.879            ,1920.000            ,7500.999            ,160.529             ,58.000              ,61.002              ,4300.000            ,11543.000           ,30.300              ,50.677              ,0.100               ,96.300              ,1466.200            ,0.100               ,38.000              ,1471.000            
