02, Datetime, GPU temperature     ,GPU usage           ,FB usage            ,Memory usage        ,Core clock          ,Memory clock        ,Power               ,CPU temperature     ,CPU usage           ,CPU clock           ,RAM usage           ,Framerate           ,Frametime           ,Framerate Min       ,Framerate Avg       ,Framerate Max       ,Framerate 1% Low    ,Fan speed 2         ,Fan tachometer 2
80, 24-02-2023 10:14:40, 55.000              ,57.000              ,13.000              ,3803.316            ,1935.000            ,7500.999            ,113.077             ,45.000              ,11.719              ,4299.999            ,6090.000            ,60.100              ,17.380              ,0.100               ,42.900              ,2673.700            ,0.200               ,36.000              ,1408.000            
80, 24-02-2023 10:14:41, 55.000              ,54.000              ,13.000              ,3803.316            ,1935.000            ,7500.999            ,112.820             ,47.000              ,11.827              ,4299.999            ,6089.000            ,60.100              ,17.005              ,0.100               ,42.900              ,2673.700            ,0.200               ,36.000              ,1408.000            
80, 24-02-2023 10:14:42, 56.000              ,51.000              ,13.000              ,3803.316            ,1935.000            ,7500.999            ,112.116             ,45.000              ,10.283              ,4299.998            ,6088.000            ,60.100              ,17.118              ,0.100               ,42.900              ,2673.700            ,0.200               ,36.000              ,1405.000            
80, 24-02-2023 10:14:43, 55.000              ,55.000              ,13.000              ,3803.316            ,1935.000            ,7500.999            ,112.581             ,45.000              ,13.281              ,4299.998            ,6090.000            ,60.100              ,17.364              ,0.100               ,42.900              ,2673.700            ,0.200               ,36.000              ,1406.000            
80, 24-02-2023 10:14:44, 55.000              ,55.000              ,13.000              ,3803.316            ,1935.000            ,7500.999            ,112.426             ,45.000              ,10.033              ,4300.000            ,6087.000            ,60.100              ,17.083              ,0.100               ,42.900              ,2673.700            ,0.200               ,36.000              ,1403.000            
80, 24-02-2023 10:14:45, 55.000              ,57.000              ,13.000              ,3803.316            ,1935.000            ,7500.999            ,113.023             ,44.000              ,9.754               ,4299.999            ,6082.000            ,60.100              ,17.739              ,0.100               ,42.900              ,2673.700            ,0.200               ,36.000              ,1403.000            
80, 24-02-2023 10:14:46, 55.000              ,55.000              ,13.000              ,3803.316            ,1935.000            ,7500.999            ,112.890             ,45.000              ,12.760              ,4300.000            ,6086.000            ,60.100              ,16.937              ,0.100               ,42.900              ,2673.700            ,0.200               ,35.000              ,1398.000            
80, 24-02-2023 10:14:47, 55.000              ,57.000              ,13.000              ,3803.316            ,1935.000            ,7500.999            ,113.059             ,45.000              ,9.635               ,4300.000            ,6086.000            ,60.100              ,17.412              ,0.100               ,42.900              ,2673.700            ,0.200               ,35.000              ,1386.000            
80, 24-02-2023 10:14:48, 55.000              ,55.000              ,13.000              ,3803.316            ,1935.000            ,7500.999            ,112.679             ,45.000              ,11.827              ,4299.999            ,6086.000            ,60.100              ,17.334              ,0.100               ,42.900              ,2673.700            ,0.200               ,35.000              ,1377.000            
80, 24-02-2023 10:14:49, 55.000              ,53.000              ,13.000              ,3803.316            ,1935.000            ,7500.999            ,112.351             ,45.000              ,10.813              ,4299.999            ,6086.000            ,60.200              ,17.121              ,0.100               ,42.900              ,2673.700            ,0.200               ,35.000              ,1372.000            
