02;Datetime;GPUtemperature;GPUusage;FBusage;Memoryusage;Coreclock;Memoryclock;Power;CPUtemperature;CPUusage;CPUclock;RAMusage;Framerate;Frametime;FramerateMin;FramerateAvg;FramerateMax;Framerate1%Low;Fanspeed2;Fantachometer2
80;24-02-202310:31:58;54.000;81.000;31.000;6891.465;1935.000;7500.999;142.712;45.000;30.729;4299.998;6934.000;35.900;313.491;0.100;43.300;2673.700;0.200;30.000;1212.000
80;24-02-202310:31:59;48.000;2.000;1.000;6891.465;1927.000;7500.999;53.834;52.000;36.198;4300.000;6987.000;41.600;80.206;0.100;43.300;2673.700;0.200;30.000;1214.000
80;24-02-202310:32:00;47.000;2.000;1.000;6891.465;615.000;5000.996;53.634;49.000;29.257;4299.999;6982.000;0.900;1024.170;0.100;43.300;2673.700;0.200;30.000;1217.000
80;24-02-202310:32:01;46.000;82.000;16.000;7147.465;1372.000;7500.999;50.871;45.000;22.396;4299.999;6982.000;4.900;942.213;0.100;43.300;2673.700;0.200;30.000;1220.000
80;24-02-202310:32:02;55.000;78.000;29.000;7147.465;1935.000;7500.999;147.658;45.000;19.811;4299.998;6982.000;60.000;29.398;0.100;43.300;2673.700;0.200;30.000;1220.000
80;24-02-202310:32:03;55.000;81.000;30.000;7147.465;1935.000;7500.999;144.976;45.000;16.927;4299.998;6982.000;60.100;18.006;0.100;43.300;2673.700;0.200;30.000;1214.000
80;24-02-202310:32:04;56.000;79.000;30.000;7147.465;1935.000;7500.999;145.245;45.000;12.760;4299.999;6980.000;60.100;17.632;0.100;43.300;2673.700;0.200;30.000;1211.000
80;24-02-202310:32:05;56.000;78.000;29.000;7147.465;1935.000;7500.999;144.209;44.000;20.833;4300.001;6982.000;60.100;17.854;0.100;43.300;2673.700;0.200;30.000;1209.000
80;24-02-202310:32:06;56.000;90.000;27.000;7147.465;1935.000;7500.999;160.213;46.000;23.438;4299.998;7031.000;52.400;104.082;0.100;43.300;2673.700;0.200;30.000;1209.000
80;24-02-202310:32:07;57.000;99.000;31.000;7147.465;1927.000;7500.999;159.149;45.000;30.026;4299.998;7012.000;51.700;22.720;0.100;43.300;2673.700;0.200;30.000;1208.000
80;24-02-202310:32:08;58.000;99.000;31.000;7147.465;1927.000;7500.999;159.782;48.000;23.438;4300.000;7017.000;51.900;20.036;0.100;43.300;2673.700;0.200;30.000;1206.000
80;24-02-202310:32:09;58.000;99.000;31.000;7147.465;1927.000;7500.999;159.482;48.000;24.479;4299.999;7012.000;52.000;20.250;0.100;43.300;2673.700;0.200;30.000;1209.000
80;24-02-202310:32:10;58.000;99.000;36.000;7147.465;1920.000;7500.999;165.594;46.000;22.457;4299.999;7034.000;51.300;77.553;0.100;43.300;2673.700;0.200;30.000;1209.000
80;24-02-202310:32:11;58.000;99.000;37.000;7147.465;1920.000;7500.999;166.941;46.000;21.354;4299.999;7016.000;54.600;18.851;0.100;43.300;2673.700;0.200;30.000;1209.000
80;24-02-202310:32:12;59.000;99.000;37.000;7147.465;1927.000;7500.999;161.348;48.000;23.958;4299.999;7161.000;54.200;20.466;0.100;43.300;2673.700;0.200;30.000;1207.000
80;24-02-202310:32:13;59.000;99.000;37.000;7147.465;1927.000;7500.999;163.522;51.000;36.458;4299.999;7316.000;52.300;20.442;0.100;43.300;2673.700;0.200;30.000;1205.000
80;24-02-202310:32:14;59.000;99.000;37.000;7147.465;1927.000;7500.999;163.148;54.000;35.938;4299.999;7465.000;52.300;20.379;0.100;43.300;2673.700;0.200;30.000;1206.000
80;24-02-202310:32:15;59.000;99.000;36.000;7147.465;1927.000;7500.999;163.452;50.000;39.253;4299.999;7590.000;52.400;20.280;0.100;43.300;2673.700;0.200;30.000;1206.000
80;24-02-202310:32:16;59.000;99.000;37.000;7147.465;1920.000;7500.999;162.462;56.000;35.938;4299.999;7729.000;52.300;19.988;0.100;43.300;2673.700;0.200;30.000;1205.000
80;24-02-202310:32:17;59.000;99.000;36.000;7147.465;1927.000;7500.999;163.233;47.000;34.631;4299.999;7832.000;52.600;20.799;0.100;43.300;2673.700;0.200;30.000;1202.000
80;24-02-202310:32:18;59.000;99.000;33.000;7147.465;1927.000;7500.999;159.221;50.000;39.583;4299.999;7876.000;48.100;91.622;0.100;43.300;2673.700;0.200;30.000;1206.000
80;24-02-202310:32:19;59.000;99.000;33.000;7147.465;1927.000;7500.999;159.961;49.000;35.156;4299.998;7875.000;51.900;20.583;0.100;43.300;2673.700;0.200;30.000;1203.000
80;24-02-202310:32:20;59.000;99.000;33.000;7147.465;1927.000;7500.999;159.945;50.000;34.115;4299.998;7956.000;52.100;20.496;0.100;43.300;2673.700;0.200;30.000;1206.000
80;24-02-202310:32:21;59.000;99.000;34.000;7147.465;1927.000;7500.999;160.415;53.000;38.021;4300.000;7955.000;52.200;20.648;0.100;43.300;2673.700;0.200;30.000;1205.000
80;24-02-202310:32:22;59.000;99.000;34.000;7147.465;1927.000;7500.999;160.087;51.000;36.946;4300.000;7934.000;52.200;20.419;0.100;43.300;2673.700;0.200;30.000;1203.000
80;24-02-202310:32:23;59.000;99.000;34.000;7147.465;1927.000;7500.999;158.780;51.000;38.802;4299.999;7935.000;52.100;20.445;0.100;43.300;2673.700;0.200;30.000;1205.000
80;24-02-202310:32:24;60.000;99.000;34.000;7147.465;1927.000;7500.999;158.872;51.000;38.802;4299.999;8015.000;51.900;20.832;0.100;43.300;2673.700;0.200;30.000;1202.000
